alder,tilflytningskommune,fraflytningskommune,årstal,værdi_m,værdi_k
40-44 år,Frederiksberg,Varde,2012,0,0
40-44 år,Frederiksberg,Varde,2013,0,0
40-44 år,Frederiksberg,Varde,2014,0,0
40-44 år,Frederiksberg,Varde,2015,0,0
40-44 år,Frederiksberg,Varde,2016,0,0
40-44 år,Frederiksberg,Varde,2017,0,0
40-44 år,Frederiksberg,Vejen,2006,0,0
40-44 år,Frederiksberg,Vejen,2007,1,0
40-44 år,Frederiksberg,Vejen,2008,0,0
40-44 år,Frederiksberg,Vejen,2009,0,0
40-44 år,Frederiksberg,Vejen,2010,0,0
40-44 år,Frederiksberg,Vejen,2011,0,0
40-44 år,Frederiksberg,Vejen,2012,0,0
40-44 år,Frederiksberg,Vejen,2013,0,0
40-44 år,Frederiksberg,Vejen,2014,0,0
40-44 år,Frederiksberg,Vejen,2015,0,0
40-44 år,Frederiksberg,Vejen,2016,0,0
40-44 år,Frederiksberg,Vejen,2017,0,0
40-44 år,Frederiksberg,Vejle,2006,1,1
40-44 år,Frederiksberg,Vejle,2007,1,1
40-44 år,Frederiksberg,Vejle,2008,0,1
40-44 år,Frederiksberg,Vejle,2009,1,0
40-44 år,Frederiksberg,Vejle,2010,2,0
40-44 år,Frederiksberg,Vejle,2011,1,0
40-44 år,Frederiksberg,Vejle,2012,1,0
40-44 år,Frederiksberg,Vejle,2013,0,0
40-44 år,Frederiksberg,Vejle,2014,0,0
40-44 år,Frederiksberg,Vejle,2015,0,0
40-44 år,Frederiksberg,Vejle,2016,2,0
40-44 år,Frederiksberg,Vejle,2017,1,0
40-44 år,Frederiksberg,Aabenraa,2006,1,1
40-44 år,Frederiksberg,Aabenraa,2007,0,0
40-44 år,Frederiksberg,Aabenraa,2008,0,1
40-44 år,Frederiksberg,Aabenraa,2009,0,0
40-44 år,Frederiksberg,Aabenraa,2010,0,0
40-44 år,Frederiksberg,Aabenraa,2011,0,0
40-44 år,Frederiksberg,Aabenraa,2012,0,0
40-44 år,Frederiksberg,Aabenraa,2013,0,0
40-44 år,Frederiksberg,Aabenraa,2014,0,0
40-44 år,Frederiksberg,Aabenraa,2015,0,0
40-44 år,Frederiksberg,Aabenraa,2016,0,0
40-44 år,Frederiksberg,Aabenraa,2017,0,0
40-44 år,Frederiksberg,Favrskov,2006,0,0
40-44 år,Frederiksberg,Favrskov,2007,0,0
40-44 år,Frederiksberg,Favrskov,2008,0,0
40-44 år,Frederiksberg,Favrskov,2009,0,0
40-44 år,Frederiksberg,Favrskov,2010,0,0
40-44 år,Frederiksberg,Favrskov,2011,0,0
40-44 år,Frederiksberg,Favrskov,2012,0,0
40-44 år,Frederiksberg,Favrskov,2013,0,0
40-44 år,Frederiksberg,Favrskov,2014,0,0
40-44 år,Frederiksberg,Favrskov,2015,0,0
40-44 år,Frederiksberg,Favrskov,2016,0,0
40-44 år,Frederiksberg,Favrskov,2017,0,0
40-44 år,Frederiksberg,Hedensted,2006,0,0
40-44 år,Frederiksberg,Hedensted,2007,0,0
40-44 år,Frederiksberg,Hedensted,2008,0,0
40-44 år,Frederiksberg,Hedensted,2009,0,0
40-44 år,Frederiksberg,Hedensted,2010,0,0
40-44 år,Frederiksberg,Hedensted,2011,0,0
40-44 år,Frederiksberg,Hedensted,2012,2,0
40-44 år,Frederiksberg,Hedensted,2013,0,0
40-44 år,Frederiksberg,Hedensted,2014,0,0
40-44 år,Frederiksberg,Hedensted,2015,0,0
40-44 år,Frederiksberg,Hedensted,2016,0,0
40-44 år,Frederiksberg,Hedensted,2017,0,0
40-44 år,Frederiksberg,Horsens,2006,0,0
40-44 år,Frederiksberg,Horsens,2007,0,0
40-44 år,Frederiksberg,Horsens,2008,1,0
40-44 år,Frederiksberg,Horsens,2009,0,0
40-44 år,Frederiksberg,Horsens,2010,1,0
40-44 år,Frederiksberg,Horsens,2011,1,0
40-44 år,Frederiksberg,Horsens,2012,0,0
40-44 år,Frederiksberg,Horsens,2013,1,1
40-44 år,Frederiksberg,Horsens,2014,1,0
40-44 år,Frederiksberg,Horsens,2015,0,0
40-44 år,Frederiksberg,Horsens,2016,0,0
40-44 år,Frederiksberg,Horsens,2017,0,0
40-44 år,Frederiksberg,Norddjurs,2006,0,0
40-44 år,Frederiksberg,Norddjurs,2007,0,0
40-44 år,Frederiksberg,Norddjurs,2008,0,0
40-44 år,Frederiksberg,Norddjurs,2009,0,0
40-44 år,Frederiksberg,Norddjurs,2010,0,0
40-44 år,Frederiksberg,Norddjurs,2011,0,1
40-44 år,Frederiksberg,Norddjurs,2012,0,0
40-44 år,Frederiksberg,Norddjurs,2013,0,1
40-44 år,Frederiksberg,Norddjurs,2014,0,0
40-44 år,Frederiksberg,Norddjurs,2015,0,0
40-44 år,Frederiksberg,Norddjurs,2016,2,0
40-44 år,Frederiksberg,Norddjurs,2017,0,0
40-44 år,Frederiksberg,Odder,2006,0,0
40-44 år,Frederiksberg,Odder,2007,0,0
40-44 år,Frederiksberg,Odder,2008,0,0
40-44 år,Frederiksberg,Odder,2009,0,0
40-44 år,Frederiksberg,Odder,2010,0,0
40-44 år,Frederiksberg,Odder,2011,0,0
40-44 år,Frederiksberg,Odder,2012,0,0
40-44 år,Frederiksberg,Odder,2013,0,1
40-44 år,Frederiksberg,Odder,2014,0,0
40-44 år,Frederiksberg,Odder,2015,0,0
40-44 år,Frederiksberg,Odder,2016,0,0
40-44 år,Frederiksberg,Odder,2017,0,0
40-44 år,Frederiksberg,Randers,2006,0,0
40-44 år,Frederiksberg,Randers,2007,0,0
40-44 år,Frederiksberg,Randers,2008,0,0
40-44 år,Frederiksberg,Randers,2009,0,1
40-44 år,Frederiksberg,Randers,2010,0,1
40-44 år,Frederiksberg,Randers,2011,1,0
40-44 år,Frederiksberg,Randers,2012,0,0
40-44 år,Frederiksberg,Randers,2013,0,0
40-44 år,Frederiksberg,Randers,2014,0,0
40-44 år,Frederiksberg,Randers,2015,1,0
40-44 år,Frederiksberg,Randers,2016,0,1
40-44 år,Frederiksberg,Randers,2017,1,0
40-44 år,Frederiksberg,Samsø,2006,0,0
40-44 år,Frederiksberg,Samsø,2007,0,0
40-44 år,Frederiksberg,Samsø,2008,0,0
40-44 år,Frederiksberg,Samsø,2009,0,0
40-44 år,Frederiksberg,Samsø,2010,0,0
40-44 år,Frederiksberg,Samsø,2011,0,0
40-44 år,Frederiksberg,Samsø,2012,0,0
40-44 år,Frederiksberg,Samsø,2013,0,0
40-44 år,Frederiksberg,Samsø,2014,0,0
40-44 år,Frederiksberg,Samsø,2015,0,0
40-44 år,Frederiksberg,Samsø,2016,1,0
40-44 år,Frederiksberg,Samsø,2017,0,0
40-44 år,Frederiksberg,Silkeborg,2006,0,0
40-44 år,Frederiksberg,Silkeborg,2007,0,1
40-44 år,Frederiksberg,Silkeborg,2008,1,0
40-44 år,Frederiksberg,Silkeborg,2009,0,0
40-44 år,Frederiksberg,Silkeborg,2010,0,1
40-44 år,Frederiksberg,Silkeborg,2011,0,0
40-44 år,Frederiksberg,Silkeborg,2012,0,0
40-44 år,Frederiksberg,Silkeborg,2013,1,0
40-44 år,Frederiksberg,Silkeborg,2014,0,1
40-44 år,Frederiksberg,Silkeborg,2015,1,0
40-44 år,Frederiksberg,Silkeborg,2016,1,0
40-44 år,Frederiksberg,Silkeborg,2017,0,0
40-44 år,Frederiksberg,Skanderborg,2006,0,0
40-44 år,Frederiksberg,Skanderborg,2007,0,1
40-44 år,Frederiksberg,Skanderborg,2008,1,1
40-44 år,Frederiksberg,Skanderborg,2009,0,0
40-44 år,Frederiksberg,Skanderborg,2010,0,0
40-44 år,Frederiksberg,Skanderborg,2011,0,0
40-44 år,Frederiksberg,Skanderborg,2012,0,0
40-44 år,Frederiksberg,Skanderborg,2013,0,0
40-44 år,Frederiksberg,Skanderborg,2014,0,0
40-44 år,Frederiksberg,Skanderborg,2015,0,0
40-44 år,Frederiksberg,Skanderborg,2016,1,1
40-44 år,Frederiksberg,Skanderborg,2017,0,0
40-44 år,Frederiksberg,Syddjurs,2006,0,1
40-44 år,Frederiksberg,Syddjurs,2007,0,0
40-44 år,Frederiksberg,Syddjurs,2008,0,0
40-44 år,Frederiksberg,Syddjurs,2009,0,0
40-44 år,Frederiksberg,Syddjurs,2010,0,1
40-44 år,Frederiksberg,Syddjurs,2011,0,0
40-44 år,Frederiksberg,Syddjurs,2012,0,0
40-44 år,Frederiksberg,Syddjurs,2013,0,0
40-44 år,Frederiksberg,Syddjurs,2014,0,0
40-44 år,Frederiksberg,Syddjurs,2015,0,0
40-44 år,Frederiksberg,Syddjurs,2016,0,0
40-44 år,Frederiksberg,Syddjurs,2017,0,1
40-44 år,Frederiksberg,Aarhus,2006,3,2
40-44 år,Frederiksberg,Aarhus,2007,4,5
40-44 år,Frederiksberg,Aarhus,2008,6,8
40-44 år,Frederiksberg,Aarhus,2009,3,1
40-44 år,Frederiksberg,Aarhus,2010,6,2
40-44 år,Frederiksberg,Aarhus,2011,4,2
40-44 år,Frederiksberg,Aarhus,2012,1,4
40-44 år,Frederiksberg,Aarhus,2013,3,1
40-44 år,Frederiksberg,Aarhus,2014,5,3
40-44 år,Frederiksberg,Aarhus,2015,3,1
40-44 år,Frederiksberg,Aarhus,2016,3,2
40-44 år,Frederiksberg,Aarhus,2017,3,4
40-44 år,Frederiksberg,Herning,2006,0,0
40-44 år,Frederiksberg,Herning,2007,0,0
40-44 år,Frederiksberg,Herning,2008,1,0
40-44 år,Frederiksberg,Herning,2009,0,0
40-44 år,Frederiksberg,Herning,2010,0,0
40-44 år,Frederiksberg,Herning,2011,0,0
40-44 år,Frederiksberg,Herning,2012,0,1
40-44 år,Frederiksberg,Herning,2013,0,0
40-44 år,Frederiksberg,Herning,2014,0,0
40-44 år,Frederiksberg,Herning,2015,0,0
40-44 år,Frederiksberg,Herning,2016,1,0
40-44 år,Frederiksberg,Herning,2017,0,1
40-44 år,Frederiksberg,Holstebro,2006,0,0
40-44 år,Frederiksberg,Holstebro,2007,1,0
40-44 år,Frederiksberg,Holstebro,2008,0,0
40-44 år,Frederiksberg,Holstebro,2009,0,0
40-44 år,Frederiksberg,Holstebro,2010,1,1
40-44 år,Frederiksberg,Holstebro,2011,0,0
40-44 år,Frederiksberg,Holstebro,2012,1,0
40-44 år,Frederiksberg,Holstebro,2013,0,0
40-44 år,Frederiksberg,Holstebro,2014,0,0
40-44 år,Frederiksberg,Holstebro,2015,0,0
40-44 år,Frederiksberg,Holstebro,2016,0,0
40-44 år,Frederiksberg,Holstebro,2017,0,0
40-44 år,Frederiksberg,Ikast-Brande,2006,0,1
40-44 år,Frederiksberg,Ikast-Brande,2007,0,0
40-44 år,Frederiksberg,Ikast-Brande,2008,0,0
40-44 år,Frederiksberg,Ikast-Brande,2009,0,0
40-44 år,Frederiksberg,Ikast-Brande,2010,0,0
40-44 år,Frederiksberg,Ikast-Brande,2011,0,0
40-44 år,Frederiksberg,Ikast-Brande,2012,0,0
40-44 år,Frederiksberg,Ikast-Brande,2013,0,0
40-44 år,Frederiksberg,Ikast-Brande,2014,0,0
40-44 år,Frederiksberg,Ikast-Brande,2015,0,0
40-44 år,Frederiksberg,Ikast-Brande,2016,0,0
40-44 år,Frederiksberg,Ikast-Brande,2017,0,0
40-44 år,Frederiksberg,Lemvig,2006,0,0
40-44 år,Frederiksberg,Lemvig,2007,0,0
40-44 år,Frederiksberg,Lemvig,2008,0,0
40-44 år,Frederiksberg,Lemvig,2009,0,0
40-44 år,Frederiksberg,Lemvig,2010,0,0
40-44 år,Frederiksberg,Lemvig,2011,0,0
40-44 år,Frederiksberg,Lemvig,2012,0,0
40-44 år,Frederiksberg,Lemvig,2013,0,0
40-44 år,Frederiksberg,Lemvig,2014,0,0
40-44 år,Frederiksberg,Lemvig,2015,0,0
40-44 år,Frederiksberg,Lemvig,2016,0,0
40-44 år,Frederiksberg,Lemvig,2017,0,0
40-44 år,Frederiksberg,Ringkøbing-Skjern,2006,0,1
40-44 år,Frederiksberg,Ringkøbing-Skjern,2007,1,0
40-44 år,Frederiksberg,Ringkøbing-Skjern,2008,0,1
40-44 år,Frederiksberg,Ringkøbing-Skjern,2009,0,0
40-44 år,Frederiksberg,Ringkøbing-Skjern,2010,0,0
40-44 år,Frederiksberg,Ringkøbing-Skjern,2011,0,0
40-44 år,Frederiksberg,Ringkøbing-Skjern,2012,0,1
40-44 år,Frederiksberg,Ringkøbing-Skjern,2013,1,0
40-44 år,Frederiksberg,Ringkøbing-Skjern,2014,0,0
40-44 år,Frederiksberg,Ringkøbing-Skjern,2015,0,0
40-44 år,Frederiksberg,Ringkøbing-Skjern,2016,0,0
40-44 år,Frederiksberg,Ringkøbing-Skjern,2017,0,0
40-44 år,Frederiksberg,Skive,2006,0,0
40-44 år,Frederiksberg,Skive,2007,0,0
40-44 år,Frederiksberg,Skive,2008,1,0
40-44 år,Frederiksberg,Skive,2009,0,0
40-44 år,Frederiksberg,Skive,2010,0,0
40-44 år,Frederiksberg,Skive,2011,0,0
40-44 år,Frederiksberg,Skive,2012,0,0
40-44 år,Frederiksberg,Skive,2013,0,0
40-44 år,Frederiksberg,Skive,2014,0,0
40-44 år,Frederiksberg,Skive,2015,0,0
40-44 år,Frederiksberg,Skive,2016,0,0
40-44 år,Frederiksberg,Skive,2017,0,0
40-44 år,Frederiksberg,Struer,2006,0,0
40-44 år,Frederiksberg,Struer,2007,0,0
40-44 år,Frederiksberg,Struer,2008,0,0
40-44 år,Frederiksberg,Struer,2009,0,0
40-44 år,Frederiksberg,Struer,2010,0,0
40-44 år,Frederiksberg,Struer,2011,0,0
40-44 år,Frederiksberg,Struer,2012,0,0
40-44 år,Frederiksberg,Struer,2013,0,0
40-44 år,Frederiksberg,Struer,2014,0,0
40-44 år,Frederiksberg,Struer,2015,0,0
40-44 år,Frederiksberg,Struer,2016,0,0
40-44 år,Frederiksberg,Struer,2017,0,0
40-44 år,Frederiksberg,Viborg,2006,0,0
40-44 år,Frederiksberg,Viborg,2007,0,0
40-44 år,Frederiksberg,Viborg,2008,1,1
40-44 år,Frederiksberg,Viborg,2009,0,0
40-44 år,Frederiksberg,Viborg,2010,1,1
40-44 år,Frederiksberg,Viborg,2011,1,0
40-44 år,Frederiksberg,Viborg,2012,0,0
40-44 år,Frederiksberg,Viborg,2013,1,0
40-44 år,Frederiksberg,Viborg,2014,0,0
40-44 år,Frederiksberg,Viborg,2015,0,0
40-44 år,Frederiksberg,Viborg,2016,0,0
40-44 år,Frederiksberg,Viborg,2017,0,0
40-44 år,Frederiksberg,Brønderslev,2006,0,0
40-44 år,Frederiksberg,Brønderslev,2007,0,0
40-44 år,Frederiksberg,Brønderslev,2008,0,1
40-44 år,Frederiksberg,Brønderslev,2009,0,0
40-44 år,Frederiksberg,Brønderslev,2010,0,0
40-44 år,Frederiksberg,Brønderslev,2011,0,0
40-44 år,Frederiksberg,Brønderslev,2012,0,0
40-44 år,Frederiksberg,Brønderslev,2013,0,0
40-44 år,Frederiksberg,Brønderslev,2014,0,0
40-44 år,Frederiksberg,Brønderslev,2015,0,0
40-44 år,Frederiksberg,Brønderslev,2016,0,1
40-44 år,Frederiksberg,Brønderslev,2017,0,0
40-44 år,Frederiksberg,Frederikshavn,2006,0,1
40-44 år,Frederiksberg,Frederikshavn,2007,0,0
40-44 år,Frederiksberg,Frederikshavn,2008,0,0
40-44 år,Frederiksberg,Frederikshavn,2009,0,0
40-44 år,Frederiksberg,Frederikshavn,2010,0,0
40-44 år,Frederiksberg,Frederikshavn,2011,0,0
40-44 år,Frederiksberg,Frederikshavn,2012,1,0
40-44 år,Frederiksberg,Frederikshavn,2013,2,0
40-44 år,Frederiksberg,Frederikshavn,2014,0,0
40-44 år,Frederiksberg,Frederikshavn,2015,1,0
40-44 år,Frederiksberg,Frederikshavn,2016,0,0
40-44 år,Frederiksberg,Frederikshavn,2017,0,1
40-44 år,Frederiksberg,Hjørring,2006,0,0
40-44 år,Frederiksberg,Hjørring,2007,0,0
40-44 år,Frederiksberg,Hjørring,2008,0,0
40-44 år,Frederiksberg,Hjørring,2009,0,0
40-44 år,Frederiksberg,Hjørring,2010,0,0
40-44 år,Frederiksberg,Hjørring,2011,1,0
40-44 år,Frederiksberg,Hjørring,2012,0,0
40-44 år,Frederiksberg,Hjørring,2013,0,0
40-44 år,Frederiksberg,Hjørring,2014,0,0
40-44 år,Frederiksberg,Hjørring,2015,0,0
40-44 år,Frederiksberg,Hjørring,2016,1,0
40-44 år,Frederiksberg,Hjørring,2017,0,0
40-44 år,Frederiksberg,Jammerbugt,2006,0,0
40-44 år,Frederiksberg,Jammerbugt,2007,0,0
40-44 år,Frederiksberg,Jammerbugt,2008,0,0
40-44 år,Frederiksberg,Jammerbugt,2009,0,0
40-44 år,Frederiksberg,Jammerbugt,2010,0,0
40-44 år,Frederiksberg,Jammerbugt,2011,0,0
40-44 år,Frederiksberg,Jammerbugt,2012,0,0
40-44 år,Frederiksberg,Jammerbugt,2013,0,0
40-44 år,Frederiksberg,Jammerbugt,2014,0,0
40-44 år,Frederiksberg,Jammerbugt,2015,0,0
40-44 år,Frederiksberg,Jammerbugt,2016,0,0
40-44 år,Frederiksberg,Jammerbugt,2017,0,0
40-44 år,Frederiksberg,Læsø,2006,0,0
40-44 år,Frederiksberg,Læsø,2007,0,0
40-44 år,Frederiksberg,Læsø,2008,0,0
40-44 år,Frederiksberg,Læsø,2009,0,0
40-44 år,Frederiksberg,Læsø,2010,0,0
40-44 år,Frederiksberg,Læsø,2011,0,0
40-44 år,Frederiksberg,Læsø,2012,0,0
40-44 år,Frederiksberg,Læsø,2013,1,0
40-44 år,Frederiksberg,Læsø,2014,0,0
40-44 år,Frederiksberg,Læsø,2015,0,0
40-44 år,Frederiksberg,Læsø,2016,0,0
40-44 år,Frederiksberg,Læsø,2017,0,0
40-44 år,Frederiksberg,Mariagerfjord,2006,0,1
40-44 år,Frederiksberg,Mariagerfjord,2007,0,0
40-44 år,Frederiksberg,Mariagerfjord,2008,1,0
40-44 år,Frederiksberg,Mariagerfjord,2009,0,0
40-44 år,Frederiksberg,Mariagerfjord,2010,0,0
40-44 år,Frederiksberg,Mariagerfjord,2011,0,0
40-44 år,Frederiksberg,Mariagerfjord,2012,0,1
40-44 år,Frederiksberg,Mariagerfjord,2013,0,0
40-44 år,Frederiksberg,Mariagerfjord,2014,0,0
40-44 år,Frederiksberg,Mariagerfjord,2015,0,0
40-44 år,Frederiksberg,Mariagerfjord,2016,0,0
40-44 år,Frederiksberg,Mariagerfjord,2017,0,0
40-44 år,Frederiksberg,Morsø,2006,0,0
40-44 år,Frederiksberg,Morsø,2007,0,0
40-44 år,Frederiksberg,Morsø,2008,0,0
40-44 år,Frederiksberg,Morsø,2009,0,0
40-44 år,Frederiksberg,Morsø,2010,0,0
40-44 år,Frederiksberg,Morsø,2011,0,0
40-44 år,Frederiksberg,Morsø,2012,0,0
40-44 år,Frederiksberg,Morsø,2013,0,0
40-44 år,Frederiksberg,Morsø,2014,0,0
40-44 år,Frederiksberg,Morsø,2015,0,0
40-44 år,Frederiksberg,Morsø,2016,0,0
40-44 år,Frederiksberg,Morsø,2017,0,0
40-44 år,Frederiksberg,Rebild,2006,0,0
40-44 år,Frederiksberg,Rebild,2007,0,0
40-44 år,Frederiksberg,Rebild,2008,0,0
40-44 år,Frederiksberg,Rebild,2009,0,0
40-44 år,Frederiksberg,Rebild,2010,0,0
40-44 år,Frederiksberg,Rebild,2011,0,0
40-44 år,Frederiksberg,Rebild,2012,0,0
40-44 år,Frederiksberg,Rebild,2013,0,0
40-44 år,Frederiksberg,Rebild,2014,0,0
40-44 år,Frederiksberg,Rebild,2015,0,0
40-44 år,Frederiksberg,Rebild,2016,0,0
40-44 år,Frederiksberg,Rebild,2017,0,0
40-44 år,Frederiksberg,Thisted,2006,0,0
40-44 år,Frederiksberg,Thisted,2007,0,0
40-44 år,Frederiksberg,Thisted,2008,0,0
40-44 år,Frederiksberg,Thisted,2009,0,0
40-44 år,Frederiksberg,Thisted,2010,0,0
40-44 år,Frederiksberg,Thisted,2011,0,0
40-44 år,Frederiksberg,Thisted,2012,0,0
40-44 år,Frederiksberg,Thisted,2013,0,0
40-44 år,Frederiksberg,Thisted,2014,0,0
40-44 år,Frederiksberg,Thisted,2015,0,0
40-44 år,Frederiksberg,Thisted,2016,0,0
40-44 år,Frederiksberg,Thisted,2017,0,0
40-44 år,Frederiksberg,Vesthimmerlands,2006,0,0
40-44 år,Frederiksberg,Vesthimmerlands,2007,0,0
40-44 år,Frederiksberg,Vesthimmerlands,2008,0,0
40-44 år,Frederiksberg,Vesthimmerlands,2009,0,1
40-44 år,Frederiksberg,Vesthimmerlands,2010,0,0
40-44 år,Frederiksberg,Vesthimmerlands,2011,0,0
40-44 år,Frederiksberg,Vesthimmerlands,2012,0,0
40-44 år,Frederiksberg,Vesthimmerlands,2013,0,0
40-44 år,Frederiksberg,Vesthimmerlands,2014,0,0
40-44 år,Frederiksberg,Vesthimmerlands,2015,1,0
40-44 år,Frederiksberg,Vesthimmerlands,2016,0,0
40-44 år,Frederiksberg,Vesthimmerlands,2017,0,0
40-44 år,Frederiksberg,Aalborg,2006,0,0
40-44 år,Frederiksberg,Aalborg,2007,1,0
40-44 år,Frederiksberg,Aalborg,2008,1,1
40-44 år,Frederiksberg,Aalborg,2009,3,1
40-44 år,Frederiksberg,Aalborg,2010,1,0
40-44 år,Frederiksberg,Aalborg,2011,2,2
40-44 år,Frederiksberg,Aalborg,2012,2,1
40-44 år,Frederiksberg,Aalborg,2013,0,0
40-44 år,Frederiksberg,Aalborg,2014,1,0
40-44 år,Frederiksberg,Aalborg,2015,0,1
40-44 år,Frederiksberg,Aalborg,2016,1,0
40-44 år,Frederiksberg,Aalborg,2017,3,2
45-49 år,København,København,2006,0,0
45-49 år,København,København,2007,0,0
45-49 år,København,København,2008,0,0
45-49 år,København,København,2009,0,0
45-49 år,København,København,2010,0,0
45-49 år,København,København,2011,0,0
45-49 år,København,København,2012,0,0
45-49 år,København,København,2013,0,0
45-49 år,København,København,2014,0,0
45-49 år,København,København,2015,0,0
45-49 år,København,København,2016,0,0
45-49 år,København,København,2017,0,0
45-49 år,København,Frederiksberg,2006,65,56
45-49 år,København,Frederiksberg,2007,63,44
45-49 år,København,Frederiksberg,2008,77,54
45-49 år,København,Frederiksberg,2009,72,50
45-49 år,København,Frederiksberg,2010,86,70
45-49 år,København,Frederiksberg,2011,96,74
45-49 år,København,Frederiksberg,2012,117,78
45-49 år,København,Frederiksberg,2013,131,78
45-49 år,København,Frederiksberg,2014,130,71
45-49 år,København,Frederiksberg,2015,117,74
45-49 år,København,Frederiksberg,2016,91,68
45-49 år,København,Frederiksberg,2017,94,82
45-49 år,København,Dragør,2006,9,8
45-49 år,København,Dragør,2007,4,6
45-49 år,København,Dragør,2008,8,3
45-49 år,København,Dragør,2009,2,10
45-49 år,København,Dragør,2010,5,5
45-49 år,København,Dragør,2011,11,14
45-49 år,København,Dragør,2012,7,5
45-49 år,København,Dragør,2013,8,8
45-49 år,København,Dragør,2014,17,15
45-49 år,København,Dragør,2015,10,12
45-49 år,København,Dragør,2016,13,11
45-49 år,København,Dragør,2017,11,12
45-49 år,København,Tårnby,2006,26,17
45-49 år,København,Tårnby,2007,26,23
45-49 år,København,Tårnby,2008,25,15
45-49 år,København,Tårnby,2009,26,17
45-49 år,København,Tårnby,2010,30,17
45-49 år,København,Tårnby,2011,31,37
45-49 år,København,Tårnby,2012,32,25
45-49 år,København,Tårnby,2013,24,21
45-49 år,København,Tårnby,2014,32,31
45-49 år,København,Tårnby,2015,40,26
45-49 år,København,Tårnby,2016,33,28
45-49 år,København,Tårnby,2017,41,38
45-49 år,København,Albertslund,2006,4,5
45-49 år,København,Albertslund,2007,9,6
45-49 år,København,Albertslund,2008,5,9
45-49 år,København,Albertslund,2009,7,9
45-49 år,København,Albertslund,2010,9,1
45-49 år,København,Albertslund,2011,6,2
45-49 år,København,Albertslund,2012,5,8
45-49 år,København,Albertslund,2013,9,6
45-49 år,København,Albertslund,2014,8,8
45-49 år,København,Albertslund,2015,9,4
45-49 år,København,Albertslund,2016,9,5
45-49 år,København,Albertslund,2017,10,5
45-49 år,København,Ballerup,2006,12,8
45-49 år,København,Ballerup,2007,10,9
45-49 år,København,Ballerup,2008,11,6
45-49 år,København,Ballerup,2009,5,4
45-49 år,København,Ballerup,2010,15,14
45-49 år,København,Ballerup,2011,9,9
45-49 år,København,Ballerup,2012,9,11
45-49 år,København,Ballerup,2013,17,12
45-49 år,København,Ballerup,2014,12,6
45-49 år,København,Ballerup,2015,14,9
45-49 år,København,Ballerup,2016,17,11
45-49 år,København,Ballerup,2017,12,14
45-49 år,København,Brøndby,2006,8,5
45-49 år,København,Brøndby,2007,11,6
45-49 år,København,Brøndby,2008,11,7
45-49 år,København,Brøndby,2009,9,5
45-49 år,København,Brøndby,2010,12,5
45-49 år,København,Brøndby,2011,10,13
45-49 år,København,Brøndby,2012,10,7
45-49 år,København,Brøndby,2013,8,6
45-49 år,København,Brøndby,2014,12,8
45-49 år,København,Brøndby,2015,10,11
45-49 år,København,Brøndby,2016,9,6
45-49 år,København,Brøndby,2017,9,7
45-49 år,København,Gentofte,2006,33,27
45-49 år,København,Gentofte,2007,25,24
45-49 år,København,Gentofte,2008,33,24
45-49 år,København,Gentofte,2009,36,37
45-49 år,København,Gentofte,2010,44,40
45-49 år,København,Gentofte,2011,44,36
45-49 år,København,Gentofte,2012,59,29
45-49 år,København,Gentofte,2013,50,36
45-49 år,København,Gentofte,2014,56,54
45-49 år,København,Gentofte,2015,61,54
45-49 år,København,Gentofte,2016,51,54
45-49 år,København,Gentofte,2017,54,32
45-49 år,København,Gladsaxe,2006,24,7
45-49 år,København,Gladsaxe,2007,28,15
45-49 år,København,Gladsaxe,2008,20,14
45-49 år,København,Gladsaxe,2009,34,21
45-49 år,København,Gladsaxe,2010,36,15
45-49 år,København,Gladsaxe,2011,26,21
45-49 år,København,Gladsaxe,2012,30,26
45-49 år,København,Gladsaxe,2013,34,15
45-49 år,København,Gladsaxe,2014,33,29
45-49 år,København,Gladsaxe,2015,29,21
45-49 år,København,Gladsaxe,2016,34,27
45-49 år,København,Gladsaxe,2017,35,19
45-49 år,København,Glostrup,2006,3,1
45-49 år,København,Glostrup,2007,4,4
45-49 år,København,Glostrup,2008,4,2
45-49 år,København,Glostrup,2009,4,4
45-49 år,København,Glostrup,2010,5,8
45-49 år,København,Glostrup,2011,2,4
45-49 år,København,Glostrup,2012,10,5
45-49 år,København,Glostrup,2013,6,8
45-49 år,København,Glostrup,2014,4,5
45-49 år,København,Glostrup,2015,13,11
45-49 år,København,Glostrup,2016,12,5
45-49 år,København,Glostrup,2017,5,3
45-49 år,København,Herlev,2006,5,3
45-49 år,København,Herlev,2007,7,5
45-49 år,København,Herlev,2008,9,5
45-49 år,København,Herlev,2009,6,6
45-49 år,København,Herlev,2010,7,5
45-49 år,København,Herlev,2011,11,6
45-49 år,København,Herlev,2012,5,8
45-49 år,København,Herlev,2013,4,6
45-49 år,København,Herlev,2014,9,5
45-49 år,København,Herlev,2015,7,3
45-49 år,København,Herlev,2016,9,10
45-49 år,København,Herlev,2017,5,10
45-49 år,København,Hvidovre,2006,28,9
45-49 år,København,Hvidovre,2007,14,14
45-49 år,København,Hvidovre,2008,17,14
45-49 år,København,Hvidovre,2009,18,18
45-49 år,København,Hvidovre,2010,24,27
45-49 år,København,Hvidovre,2011,14,15
45-49 år,København,Hvidovre,2012,20,16
45-49 år,København,Hvidovre,2013,22,29
45-49 år,København,Hvidovre,2014,24,31
45-49 år,København,Hvidovre,2015,27,18
45-49 år,København,Hvidovre,2016,27,21
45-49 år,København,Hvidovre,2017,16,13
