alder,tilflytningskommune,fraflytningskommune,årstal,værdi_m,værdi_k
25-29 år,Frederiksberg,Favrskov,2012,2,0
25-29 år,Frederiksberg,Favrskov,2013,1,0
25-29 år,Frederiksberg,Favrskov,2014,1,0
25-29 år,Frederiksberg,Favrskov,2015,0,0
25-29 år,Frederiksberg,Favrskov,2016,2,1
25-29 år,Frederiksberg,Favrskov,2017,2,0
25-29 år,Frederiksberg,Hedensted,2006,1,1
25-29 år,Frederiksberg,Hedensted,2007,1,0
25-29 år,Frederiksberg,Hedensted,2008,0,1
25-29 år,Frederiksberg,Hedensted,2009,2,0
25-29 år,Frederiksberg,Hedensted,2010,0,0
25-29 år,Frederiksberg,Hedensted,2011,1,0
25-29 år,Frederiksberg,Hedensted,2012,0,1
25-29 år,Frederiksberg,Hedensted,2013,1,0
25-29 år,Frederiksberg,Hedensted,2014,0,1
25-29 år,Frederiksberg,Hedensted,2015,1,2
25-29 år,Frederiksberg,Hedensted,2016,0,1
25-29 år,Frederiksberg,Hedensted,2017,0,0
25-29 år,Frederiksberg,Horsens,2006,5,1
25-29 år,Frederiksberg,Horsens,2007,0,1
25-29 år,Frederiksberg,Horsens,2008,5,2
25-29 år,Frederiksberg,Horsens,2009,1,2
25-29 år,Frederiksberg,Horsens,2010,4,4
25-29 år,Frederiksberg,Horsens,2011,0,3
25-29 år,Frederiksberg,Horsens,2012,3,4
25-29 år,Frederiksberg,Horsens,2013,1,5
25-29 år,Frederiksberg,Horsens,2014,0,2
25-29 år,Frederiksberg,Horsens,2015,3,2
25-29 år,Frederiksberg,Horsens,2016,2,1
25-29 år,Frederiksberg,Horsens,2017,4,3
25-29 år,Frederiksberg,Norddjurs,2006,1,1
25-29 år,Frederiksberg,Norddjurs,2007,0,2
25-29 år,Frederiksberg,Norddjurs,2008,1,3
25-29 år,Frederiksberg,Norddjurs,2009,0,1
25-29 år,Frederiksberg,Norddjurs,2010,0,0
25-29 år,Frederiksberg,Norddjurs,2011,1,0
25-29 år,Frederiksberg,Norddjurs,2012,1,2
25-29 år,Frederiksberg,Norddjurs,2013,0,1
25-29 år,Frederiksberg,Norddjurs,2014,1,0
25-29 år,Frederiksberg,Norddjurs,2015,1,0
25-29 år,Frederiksberg,Norddjurs,2016,0,1
25-29 år,Frederiksberg,Norddjurs,2017,1,1
25-29 år,Frederiksberg,Odder,2006,2,2
25-29 år,Frederiksberg,Odder,2007,0,0
25-29 år,Frederiksberg,Odder,2008,1,1
25-29 år,Frederiksberg,Odder,2009,0,0
25-29 år,Frederiksberg,Odder,2010,2,1
25-29 år,Frederiksberg,Odder,2011,0,1
25-29 år,Frederiksberg,Odder,2012,0,0
25-29 år,Frederiksberg,Odder,2013,0,0
25-29 år,Frederiksberg,Odder,2014,1,0
25-29 år,Frederiksberg,Odder,2015,0,0
25-29 år,Frederiksberg,Odder,2016,1,0
25-29 år,Frederiksberg,Odder,2017,1,0
25-29 år,Frederiksberg,Randers,2006,1,2
25-29 år,Frederiksberg,Randers,2007,1,2
25-29 år,Frederiksberg,Randers,2008,1,4
25-29 år,Frederiksberg,Randers,2009,1,2
25-29 år,Frederiksberg,Randers,2010,3,1
25-29 år,Frederiksberg,Randers,2011,5,3
25-29 år,Frederiksberg,Randers,2012,1,3
25-29 år,Frederiksberg,Randers,2013,1,1
25-29 år,Frederiksberg,Randers,2014,1,1
25-29 år,Frederiksberg,Randers,2015,3,2
25-29 år,Frederiksberg,Randers,2016,2,5
25-29 år,Frederiksberg,Randers,2017,1,1
25-29 år,Frederiksberg,Samsø,2006,0,0
25-29 år,Frederiksberg,Samsø,2007,0,0
25-29 år,Frederiksberg,Samsø,2008,0,1
25-29 år,Frederiksberg,Samsø,2009,0,0
25-29 år,Frederiksberg,Samsø,2010,1,0
25-29 år,Frederiksberg,Samsø,2011,0,0
25-29 år,Frederiksberg,Samsø,2012,1,0
25-29 år,Frederiksberg,Samsø,2013,0,0
25-29 år,Frederiksberg,Samsø,2014,0,0
25-29 år,Frederiksberg,Samsø,2015,0,1
25-29 år,Frederiksberg,Samsø,2016,0,1
25-29 år,Frederiksberg,Samsø,2017,1,0
25-29 år,Frederiksberg,Silkeborg,2006,3,6
25-29 år,Frederiksberg,Silkeborg,2007,2,1
25-29 år,Frederiksberg,Silkeborg,2008,4,2
25-29 år,Frederiksberg,Silkeborg,2009,0,4
25-29 år,Frederiksberg,Silkeborg,2010,3,3
25-29 år,Frederiksberg,Silkeborg,2011,5,2
25-29 år,Frederiksberg,Silkeborg,2012,3,2
25-29 år,Frederiksberg,Silkeborg,2013,3,4
25-29 år,Frederiksberg,Silkeborg,2014,1,8
25-29 år,Frederiksberg,Silkeborg,2015,1,1
25-29 år,Frederiksberg,Silkeborg,2016,4,2
25-29 år,Frederiksberg,Silkeborg,2017,3,3
25-29 år,Frederiksberg,Skanderborg,2006,2,3
25-29 år,Frederiksberg,Skanderborg,2007,2,3
25-29 år,Frederiksberg,Skanderborg,2008,0,1
25-29 år,Frederiksberg,Skanderborg,2009,1,1
25-29 år,Frederiksberg,Skanderborg,2010,1,1
25-29 år,Frederiksberg,Skanderborg,2011,2,0
25-29 år,Frederiksberg,Skanderborg,2012,0,1
25-29 år,Frederiksberg,Skanderborg,2013,1,2
25-29 år,Frederiksberg,Skanderborg,2014,2,1
25-29 år,Frederiksberg,Skanderborg,2015,1,3
25-29 år,Frederiksberg,Skanderborg,2016,2,1
25-29 år,Frederiksberg,Skanderborg,2017,2,0
25-29 år,Frederiksberg,Syddjurs,2006,2,2
25-29 år,Frederiksberg,Syddjurs,2007,3,0
25-29 år,Frederiksberg,Syddjurs,2008,1,2
25-29 år,Frederiksberg,Syddjurs,2009,1,2
25-29 år,Frederiksberg,Syddjurs,2010,1,2
25-29 år,Frederiksberg,Syddjurs,2011,2,3
25-29 år,Frederiksberg,Syddjurs,2012,0,1
25-29 år,Frederiksberg,Syddjurs,2013,1,0
25-29 år,Frederiksberg,Syddjurs,2014,2,1
25-29 år,Frederiksberg,Syddjurs,2015,0,0
25-29 år,Frederiksberg,Syddjurs,2016,0,0
25-29 år,Frederiksberg,Syddjurs,2017,1,0
25-29 år,Frederiksberg,Aarhus,2006,77,79
25-29 år,Frederiksberg,Aarhus,2007,86,91
25-29 år,Frederiksberg,Aarhus,2008,66,95
25-29 år,Frederiksberg,Aarhus,2009,70,87
25-29 år,Frederiksberg,Aarhus,2010,75,87
25-29 år,Frederiksberg,Aarhus,2011,70,76
25-29 år,Frederiksberg,Aarhus,2012,76,108
25-29 år,Frederiksberg,Aarhus,2013,67,102
25-29 år,Frederiksberg,Aarhus,2014,71,71
25-29 år,Frederiksberg,Aarhus,2015,66,83
25-29 år,Frederiksberg,Aarhus,2016,83,75
25-29 år,Frederiksberg,Aarhus,2017,63,73
25-29 år,Frederiksberg,Herning,2006,4,4
25-29 år,Frederiksberg,Herning,2007,4,6
25-29 år,Frederiksberg,Herning,2008,5,2
25-29 år,Frederiksberg,Herning,2009,4,5
25-29 år,Frederiksberg,Herning,2010,4,4
25-29 år,Frederiksberg,Herning,2011,1,2
25-29 år,Frederiksberg,Herning,2012,4,3
25-29 år,Frederiksberg,Herning,2013,3,4
25-29 år,Frederiksberg,Herning,2014,4,2
25-29 år,Frederiksberg,Herning,2015,5,3
25-29 år,Frederiksberg,Herning,2016,2,6
25-29 år,Frederiksberg,Herning,2017,0,1
25-29 år,Frederiksberg,Holstebro,2006,0,3
25-29 år,Frederiksberg,Holstebro,2007,1,4
25-29 år,Frederiksberg,Holstebro,2008,6,1
25-29 år,Frederiksberg,Holstebro,2009,2,2
25-29 år,Frederiksberg,Holstebro,2010,2,1
25-29 år,Frederiksberg,Holstebro,2011,5,1
25-29 år,Frederiksberg,Holstebro,2012,0,2
25-29 år,Frederiksberg,Holstebro,2013,1,4
25-29 år,Frederiksberg,Holstebro,2014,2,1
25-29 år,Frederiksberg,Holstebro,2015,1,0
25-29 år,Frederiksberg,Holstebro,2016,1,1
25-29 år,Frederiksberg,Holstebro,2017,4,4
25-29 år,Frederiksberg,Ikast-Brande,2006,0,1
25-29 år,Frederiksberg,Ikast-Brande,2007,0,0
25-29 år,Frederiksberg,Ikast-Brande,2008,1,2
25-29 år,Frederiksberg,Ikast-Brande,2009,0,0
25-29 år,Frederiksberg,Ikast-Brande,2010,0,0
25-29 år,Frederiksberg,Ikast-Brande,2011,1,2
25-29 år,Frederiksberg,Ikast-Brande,2012,1,0
25-29 år,Frederiksberg,Ikast-Brande,2013,1,0
25-29 år,Frederiksberg,Ikast-Brande,2014,1,1
25-29 år,Frederiksberg,Ikast-Brande,2015,0,0
25-29 år,Frederiksberg,Ikast-Brande,2016,0,1
25-29 år,Frederiksberg,Ikast-Brande,2017,0,0
25-29 år,Frederiksberg,Lemvig,2006,1,0
25-29 år,Frederiksberg,Lemvig,2007,0,0
25-29 år,Frederiksberg,Lemvig,2008,1,1
25-29 år,Frederiksberg,Lemvig,2009,0,0
25-29 år,Frederiksberg,Lemvig,2010,2,0
25-29 år,Frederiksberg,Lemvig,2011,0,0
25-29 år,Frederiksberg,Lemvig,2012,1,0
25-29 år,Frederiksberg,Lemvig,2013,0,0
25-29 år,Frederiksberg,Lemvig,2014,0,0
25-29 år,Frederiksberg,Lemvig,2015,2,1
25-29 år,Frederiksberg,Lemvig,2016,2,0
25-29 år,Frederiksberg,Lemvig,2017,1,0
25-29 år,Frederiksberg,Ringkøbing-Skjern,2006,4,2
25-29 år,Frederiksberg,Ringkøbing-Skjern,2007,1,1
25-29 år,Frederiksberg,Ringkøbing-Skjern,2008,1,2
25-29 år,Frederiksberg,Ringkøbing-Skjern,2009,1,2
25-29 år,Frederiksberg,Ringkøbing-Skjern,2010,1,1
25-29 år,Frederiksberg,Ringkøbing-Skjern,2011,0,2
25-29 år,Frederiksberg,Ringkøbing-Skjern,2012,1,3
25-29 år,Frederiksberg,Ringkøbing-Skjern,2013,3,3
25-29 år,Frederiksberg,Ringkøbing-Skjern,2014,0,0
25-29 år,Frederiksberg,Ringkøbing-Skjern,2015,2,3
25-29 år,Frederiksberg,Ringkøbing-Skjern,2016,1,0
25-29 år,Frederiksberg,Ringkøbing-Skjern,2017,1,4
25-29 år,Frederiksberg,Skive,2006,0,1
25-29 år,Frederiksberg,Skive,2007,1,0
25-29 år,Frederiksberg,Skive,2008,0,1
25-29 år,Frederiksberg,Skive,2009,1,1
25-29 år,Frederiksberg,Skive,2010,0,1
25-29 år,Frederiksberg,Skive,2011,1,1
25-29 år,Frederiksberg,Skive,2012,2,4
25-29 år,Frederiksberg,Skive,2013,2,1
25-29 år,Frederiksberg,Skive,2014,1,1
25-29 år,Frederiksberg,Skive,2015,1,1
25-29 år,Frederiksberg,Skive,2016,0,0
25-29 år,Frederiksberg,Skive,2017,0,1
25-29 år,Frederiksberg,Struer,2006,1,1
25-29 år,Frederiksberg,Struer,2007,0,0
25-29 år,Frederiksberg,Struer,2008,0,1
25-29 år,Frederiksberg,Struer,2009,0,1
25-29 år,Frederiksberg,Struer,2010,0,0
25-29 år,Frederiksberg,Struer,2011,1,2
25-29 år,Frederiksberg,Struer,2012,1,0
25-29 år,Frederiksberg,Struer,2013,1,1
25-29 år,Frederiksberg,Struer,2014,0,2
25-29 år,Frederiksberg,Struer,2015,0,0
25-29 år,Frederiksberg,Struer,2016,0,0
25-29 år,Frederiksberg,Struer,2017,0,1
25-29 år,Frederiksberg,Viborg,2006,0,4
25-29 år,Frederiksberg,Viborg,2007,2,0
25-29 år,Frederiksberg,Viborg,2008,2,2
25-29 år,Frederiksberg,Viborg,2009,0,3
25-29 år,Frederiksberg,Viborg,2010,3,0
25-29 år,Frederiksberg,Viborg,2011,3,4
25-29 år,Frederiksberg,Viborg,2012,0,3
25-29 år,Frederiksberg,Viborg,2013,4,4
25-29 år,Frederiksberg,Viborg,2014,2,3
25-29 år,Frederiksberg,Viborg,2015,2,4
25-29 år,Frederiksberg,Viborg,2016,4,1
25-29 år,Frederiksberg,Viborg,2017,3,2
25-29 år,Frederiksberg,Brønderslev,2006,0,0
25-29 år,Frederiksberg,Brønderslev,2007,1,0
25-29 år,Frederiksberg,Brønderslev,2008,0,0
25-29 år,Frederiksberg,Brønderslev,2009,1,1
25-29 år,Frederiksberg,Brønderslev,2010,1,0
25-29 år,Frederiksberg,Brønderslev,2011,1,0
25-29 år,Frederiksberg,Brønderslev,2012,1,1
25-29 år,Frederiksberg,Brønderslev,2013,0,3
25-29 år,Frederiksberg,Brønderslev,2014,0,1
25-29 år,Frederiksberg,Brønderslev,2015,0,0
25-29 år,Frederiksberg,Brønderslev,2016,0,0
25-29 år,Frederiksberg,Brønderslev,2017,0,0
25-29 år,Frederiksberg,Frederikshavn,2006,2,0
25-29 år,Frederiksberg,Frederikshavn,2007,1,0
25-29 år,Frederiksberg,Frederikshavn,2008,0,2
25-29 år,Frederiksberg,Frederikshavn,2009,0,1
25-29 år,Frederiksberg,Frederikshavn,2010,2,1
25-29 år,Frederiksberg,Frederikshavn,2011,2,1
25-29 år,Frederiksberg,Frederikshavn,2012,2,2
25-29 år,Frederiksberg,Frederikshavn,2013,2,1
25-29 år,Frederiksberg,Frederikshavn,2014,1,0
25-29 år,Frederiksberg,Frederikshavn,2015,2,1
25-29 år,Frederiksberg,Frederikshavn,2016,0,1
25-29 år,Frederiksberg,Frederikshavn,2017,0,1
25-29 år,Frederiksberg,Hjørring,2006,1,0
25-29 år,Frederiksberg,Hjørring,2007,2,0
25-29 år,Frederiksberg,Hjørring,2008,4,2
25-29 år,Frederiksberg,Hjørring,2009,0,1
25-29 år,Frederiksberg,Hjørring,2010,4,0
25-29 år,Frederiksberg,Hjørring,2011,0,1
25-29 år,Frederiksberg,Hjørring,2012,1,2
25-29 år,Frederiksberg,Hjørring,2013,0,0
25-29 år,Frederiksberg,Hjørring,2014,0,0
25-29 år,Frederiksberg,Hjørring,2015,1,3
25-29 år,Frederiksberg,Hjørring,2016,0,0
25-29 år,Frederiksberg,Hjørring,2017,1,1
25-29 år,Frederiksberg,Jammerbugt,2006,0,0
25-29 år,Frederiksberg,Jammerbugt,2007,2,0
25-29 år,Frederiksberg,Jammerbugt,2008,1,0
25-29 år,Frederiksberg,Jammerbugt,2009,0,1
25-29 år,Frederiksberg,Jammerbugt,2010,1,0
25-29 år,Frederiksberg,Jammerbugt,2011,1,1
25-29 år,Frederiksberg,Jammerbugt,2012,1,1
25-29 år,Frederiksberg,Jammerbugt,2013,1,0
25-29 år,Frederiksberg,Jammerbugt,2014,1,0
25-29 år,Frederiksberg,Jammerbugt,2015,0,0
25-29 år,Frederiksberg,Jammerbugt,2016,0,1
25-29 år,Frederiksberg,Jammerbugt,2017,2,0
25-29 år,Frederiksberg,Læsø,2006,0,0
25-29 år,Frederiksberg,Læsø,2007,0,0
25-29 år,Frederiksberg,Læsø,2008,0,0
25-29 år,Frederiksberg,Læsø,2009,0,0
25-29 år,Frederiksberg,Læsø,2010,0,0
25-29 år,Frederiksberg,Læsø,2011,0,1
25-29 år,Frederiksberg,Læsø,2012,0,0
25-29 år,Frederiksberg,Læsø,2013,0,0
25-29 år,Frederiksberg,Læsø,2014,0,0
25-29 år,Frederiksberg,Læsø,2015,0,0
25-29 år,Frederiksberg,Læsø,2016,0,0
25-29 år,Frederiksberg,Læsø,2017,0,0
25-29 år,Frederiksberg,Mariagerfjord,2006,1,0
25-29 år,Frederiksberg,Mariagerfjord,2007,2,2
25-29 år,Frederiksberg,Mariagerfjord,2008,2,0
25-29 år,Frederiksberg,Mariagerfjord,2009,1,1
25-29 år,Frederiksberg,Mariagerfjord,2010,0,2
25-29 år,Frederiksberg,Mariagerfjord,2011,0,1
25-29 år,Frederiksberg,Mariagerfjord,2012,1,1
25-29 år,Frederiksberg,Mariagerfjord,2013,1,1
25-29 år,Frederiksberg,Mariagerfjord,2014,1,0
25-29 år,Frederiksberg,Mariagerfjord,2015,0,5
25-29 år,Frederiksberg,Mariagerfjord,2016,0,1
25-29 år,Frederiksberg,Mariagerfjord,2017,1,0
25-29 år,Frederiksberg,Morsø,2006,0,0
25-29 år,Frederiksberg,Morsø,2007,1,0
25-29 år,Frederiksberg,Morsø,2008,0,0
25-29 år,Frederiksberg,Morsø,2009,0,0
25-29 år,Frederiksberg,Morsø,2010,0,0
25-29 år,Frederiksberg,Morsø,2011,0,1
25-29 år,Frederiksberg,Morsø,2012,0,0
25-29 år,Frederiksberg,Morsø,2013,1,0
25-29 år,Frederiksberg,Morsø,2014,1,0
25-29 år,Frederiksberg,Morsø,2015,0,0
25-29 år,Frederiksberg,Morsø,2016,1,0
25-29 år,Frederiksberg,Morsø,2017,0,0
25-29 år,Frederiksberg,Rebild,2006,0,1
25-29 år,Frederiksberg,Rebild,2007,0,1
25-29 år,Frederiksberg,Rebild,2008,2,0
25-29 år,Frederiksberg,Rebild,2009,0,1
25-29 år,Frederiksberg,Rebild,2010,1,2
25-29 år,Frederiksberg,Rebild,2011,0,0
25-29 år,Frederiksberg,Rebild,2012,0,1
25-29 år,Frederiksberg,Rebild,2013,0,0
25-29 år,Frederiksberg,Rebild,2014,1,0
25-29 år,Frederiksberg,Rebild,2015,0,0
25-29 år,Frederiksberg,Rebild,2016,2,1
25-29 år,Frederiksberg,Rebild,2017,1,0
25-29 år,Frederiksberg,Thisted,2006,0,0
25-29 år,Frederiksberg,Thisted,2007,0,0
25-29 år,Frederiksberg,Thisted,2008,0,0
25-29 år,Frederiksberg,Thisted,2009,1,0
25-29 år,Frederiksberg,Thisted,2010,0,3
25-29 år,Frederiksberg,Thisted,2011,0,0
25-29 år,Frederiksberg,Thisted,2012,1,2
25-29 år,Frederiksberg,Thisted,2013,1,1
25-29 år,Frederiksberg,Thisted,2014,2,1
25-29 år,Frederiksberg,Thisted,2015,0,3
25-29 år,Frederiksberg,Thisted,2016,1,1
25-29 år,Frederiksberg,Thisted,2017,0,0
25-29 år,Frederiksberg,Vesthimmerlands,2006,0,0
25-29 år,Frederiksberg,Vesthimmerlands,2007,0,0
25-29 år,Frederiksberg,Vesthimmerlands,2008,0,1
25-29 år,Frederiksberg,Vesthimmerlands,2009,0,0
25-29 år,Frederiksberg,Vesthimmerlands,2010,0,1
25-29 år,Frederiksberg,Vesthimmerlands,2011,0,2
25-29 år,Frederiksberg,Vesthimmerlands,2012,2,0
25-29 år,Frederiksberg,Vesthimmerlands,2013,0,0
25-29 år,Frederiksberg,Vesthimmerlands,2014,1,1
25-29 år,Frederiksberg,Vesthimmerlands,2015,0,0
25-29 år,Frederiksberg,Vesthimmerlands,2016,0,1
25-29 år,Frederiksberg,Vesthimmerlands,2017,0,0
25-29 år,Frederiksberg,Aalborg,2006,23,24
25-29 år,Frederiksberg,Aalborg,2007,20,23
25-29 år,Frederiksberg,Aalborg,2008,20,28
25-29 år,Frederiksberg,Aalborg,2009,19,15
25-29 år,Frederiksberg,Aalborg,2010,21,14
25-29 år,Frederiksberg,Aalborg,2011,31,17
25-29 år,Frederiksberg,Aalborg,2012,25,20
25-29 år,Frederiksberg,Aalborg,2013,19,30
25-29 år,Frederiksberg,Aalborg,2014,17,17
25-29 år,Frederiksberg,Aalborg,2015,24,21
25-29 år,Frederiksberg,Aalborg,2016,24,20
25-29 år,Frederiksberg,Aalborg,2017,11,17
30-34 år,København,København,2006,0,0
30-34 år,København,København,2007,0,0
30-34 år,København,København,2008,0,0
30-34 år,København,København,2009,0,0
30-34 år,København,København,2010,0,0
30-34 år,København,København,2011,0,0
30-34 år,København,København,2012,0,0
30-34 år,København,København,2013,0,0
30-34 år,København,København,2014,0,0
30-34 år,København,København,2015,0,0
30-34 år,København,København,2016,0,0
30-34 år,København,København,2017,0,0
30-34 år,København,Frederiksberg,2006,519,406
30-34 år,København,Frederiksberg,2007,566,415
30-34 år,København,Frederiksberg,2008,501,387
30-34 år,København,Frederiksberg,2009,467,435
30-34 år,København,Frederiksberg,2010,505,461
30-34 år,København,Frederiksberg,2011,516,463
30-34 år,København,Frederiksberg,2012,481,449
30-34 år,København,Frederiksberg,2013,532,502
30-34 år,København,Frederiksberg,2014,559,509
30-34 år,København,Frederiksberg,2015,559,491
30-34 år,København,Frederiksberg,2016,534,494
30-34 år,København,Frederiksberg,2017,563,502
30-34 år,København,Dragør,2006,11,5
30-34 år,København,Dragør,2007,13,5
30-34 år,København,Dragør,2008,18,14
30-34 år,København,Dragør,2009,16,3
30-34 år,København,Dragør,2010,12,7
30-34 år,København,Dragør,2011,14,8
30-34 år,København,Dragør,2012,9,12
30-34 år,København,Dragør,2013,6,7
30-34 år,København,Dragør,2014,10,5
30-34 år,København,Dragør,2015,11,8
30-34 år,København,Dragør,2016,13,10
30-34 år,København,Dragør,2017,19,13
30-34 år,København,Tårnby,2006,69,37
30-34 år,København,Tårnby,2007,61,39
30-34 år,København,Tårnby,2008,64,34
30-34 år,København,Tårnby,2009,42,37
30-34 år,København,Tårnby,2010,53,26
30-34 år,København,Tårnby,2011,46,28
30-34 år,København,Tårnby,2012,45,42
30-34 år,København,Tårnby,2013,58,41
30-34 år,København,Tårnby,2014,76,43
30-34 år,København,Tårnby,2015,71,46
30-34 år,København,Tårnby,2016,59,61
30-34 år,København,Tårnby,2017,76,48
30-34 år,København,Albertslund,2006,29,13
30-34 år,København,Albertslund,2007,20,15
30-34 år,København,Albertslund,2008,24,15
30-34 år,København,Albertslund,2009,27,13
30-34 år,København,Albertslund,2010,35,18
30-34 år,København,Albertslund,2011,31,18
30-34 år,København,Albertslund,2012,30,8
30-34 år,København,Albertslund,2013,41,9
30-34 år,København,Albertslund,2014,28,15
30-34 år,København,Albertslund,2015,23,17
30-34 år,København,Albertslund,2016,27,13
30-34 år,København,Albertslund,2017,28,21
30-34 år,København,Ballerup,2006,30,15
30-34 år,København,Ballerup,2007,23,17
30-34 år,København,Ballerup,2008,24,17
30-34 år,København,Ballerup,2009,29,13
30-34 år,København,Ballerup,2010,25,18
30-34 år,København,Ballerup,2011,28,26
30-34 år,København,Ballerup,2012,35,17
30-34 år,København,Ballerup,2013,28,17
30-34 år,København,Ballerup,2014,33,21
30-34 år,København,Ballerup,2015,25,27
30-34 år,København,Ballerup,2016,32,29
30-34 år,København,Ballerup,2017,45,26
30-34 år,København,Brøndby,2006,12,7
30-34 år,København,Brøndby,2007,26,13
30-34 år,København,Brøndby,2008,33,13
30-34 år,København,Brøndby,2009,25,13
30-34 år,København,Brøndby,2010,27,19
30-34 år,København,Brøndby,2011,36,20
30-34 år,København,Brøndby,2012,25,17
30-34 år,København,Brøndby,2013,34,19
30-34 år,København,Brøndby,2014,44,26
30-34 år,København,Brøndby,2015,42,20
30-34 år,København,Brøndby,2016,45,21
30-34 år,København,Brøndby,2017,40,26
30-34 år,København,Gentofte,2006,118,94
30-34 år,København,Gentofte,2007,110,94
30-34 år,København,Gentofte,2008,100,76
30-34 år,København,Gentofte,2009,91,87
30-34 år,København,Gentofte,2010,101,89
30-34 år,København,Gentofte,2011,103,76
30-34 år,København,Gentofte,2012,99,83
30-34 år,København,Gentofte,2013,115,95
30-34 år,København,Gentofte,2014,119,102
30-34 år,København,Gentofte,2015,134,110
30-34 år,København,Gentofte,2016,128,111
30-34 år,København,Gentofte,2017,158,91
30-34 år,København,Gladsaxe,2006,63,38
30-34 år,København,Gladsaxe,2007,80,35
30-34 år,København,Gladsaxe,2008,80,51
30-34 år,København,Gladsaxe,2009,75,42
30-34 år,København,Gladsaxe,2010,84,49
30-34 år,København,Gladsaxe,2011,95,45
30-34 år,København,Gladsaxe,2012,87,52
30-34 år,København,Gladsaxe,2013,89,60
30-34 år,København,Gladsaxe,2014,107,68
30-34 år,København,Gladsaxe,2015,99,59
30-34 år,København,Gladsaxe,2016,119,76
30-34 år,København,Gladsaxe,2017,134,69
30-34 år,København,Glostrup,2006,17,11
30-34 år,København,Glostrup,2007,21,13
30-34 år,København,Glostrup,2008,21,23
30-34 år,København,Glostrup,2009,18,12
30-34 år,København,Glostrup,2010,16,10
30-34 år,København,Glostrup,2011,28,17
30-34 år,København,Glostrup,2012,21,14
30-34 år,København,Glostrup,2013,27,18
30-34 år,København,Glostrup,2014,42,18
30-34 år,København,Glostrup,2015,31,17
30-34 år,København,Glostrup,2016,42,18
30-34 år,København,Glostrup,2017,29,24
30-34 år,København,Herlev,2006,21,8
30-34 år,København,Herlev,2007,17,18
30-34 år,København,Herlev,2008,26,14
30-34 år,København,Herlev,2009,16,14
30-34 år,København,Herlev,2010,18,12
30-34 år,København,Herlev,2011,25,15
30-34 år,København,Herlev,2012,23,13
30-34 år,København,Herlev,2013,25,5
30-34 år,København,Herlev,2014,22,18
30-34 år,København,Herlev,2015,27,16
30-34 år,København,Herlev,2016,23,16
30-34 år,København,Herlev,2017,21,11
30-34 år,København,Hvidovre,2006,73,32
30-34 år,København,Hvidovre,2007,53,49
30-34 år,København,Hvidovre,2008,71,51
30-34 år,København,Hvidovre,2009,59,42
30-34 år,København,Hvidovre,2010,51,34
30-34 år,København,Hvidovre,2011,69,42
30-34 år,København,Hvidovre,2012,89,46
30-34 år,København,Hvidovre,2013,73,40
30-34 år,København,Hvidovre,2014,105,59
30-34 år,København,Hvidovre,2015,98,55
30-34 år,København,Hvidovre,2016,81,56
30-34 år,København,Hvidovre,2017,75,65
30-34 år,København,Høje-Taastrup,2006,35,26
30-34 år,København,Høje-Taastrup,2007,44,19
30-34 år,København,Høje-Taastrup,2008,41,28
30-34 år,København,Høje-Taastrup,2009,46,23
30-34 år,København,Høje-Taastrup,2010,57,33
30-34 år,København,Høje-Taastrup,2011,42,20
30-34 år,København,Høje-Taastrup,2012,36,25
30-34 år,København,Høje-Taastrup,2013,54,26
30-34 år,København,Høje-Taastrup,2014,46,29
30-34 år,København,Høje-Taastrup,2015,46,40
30-34 år,København,Høje-Taastrup,2016,72,23
30-34 år,København,Høje-Taastrup,2017,62,33
30-34 år,København,Ishøj,2006,27,21
30-34 år,København,Ishøj,2007,14,12
30-34 år,København,Ishøj,2008,21,8
30-34 år,København,Ishøj,2009,21,6
30-34 år,København,Ishøj,2010,10,11
30-34 år,København,Ishøj,2011,16,12
30-34 år,København,Ishøj,2012,13,10
30-34 år,København,Ishøj,2013,17,11
30-34 år,København,Ishøj,2014,21,14
30-34 år,København,Ishøj,2015,27,13
30-34 år,København,Ishøj,2016,19,14
30-34 år,København,Ishøj,2017,17,14
30-34 år,København,Lyngby-Taarbæk,2006,50,25
30-34 år,København,Lyngby-Taarbæk,2007,56,40
30-34 år,København,Lyngby-Taarbæk,2008,55,32
30-34 år,København,Lyngby-Taarbæk,2009,52,37
30-34 år,København,Lyngby-Taarbæk,2010,51,31
30-34 år,København,Lyngby-Taarbæk,2011,62,44
30-34 år,København,Lyngby-Taarbæk,2012,59,26
30-34 år,København,Lyngby-Taarbæk,2013,71,37
30-34 år,København,Lyngby-Taarbæk,2014,58,35
30-34 år,København,Lyngby-Taarbæk,2015,58,49
30-34 år,København,Lyngby-Taarbæk,2016,54,47
30-34 år,København,Lyngby-Taarbæk,2017,75,45
30-34 år,København,Rødovre,2006,45,32
30-34 år,København,Rødovre,2007,58,28
30-34 år,København,Rødovre,2008,56,28
30-34 år,København,Rødovre,2009,40,33
30-34 år,København,Rødovre,2010,47,29
30-34 år,København,Rødovre,2011,45,31
30-34 år,København,Rødovre,2012,46,25
30-34 år,København,Rødovre,2013,53,49
30-34 år,København,Rødovre,2014,68,59
30-34 år,København,Rødovre,2015,84,55
30-34 år,København,Rødovre,2016,57,52
30-34 år,København,Rødovre,2017,76,38
30-34 år,København,Vallensbæk,2006,4,8
30-34 år,København,Vallensbæk,2007,8,6
30-34 år,København,Vallensbæk,2008,10,4
30-34 år,København,Vallensbæk,2009,12,3
30-34 år,København,Vallensbæk,2010,18,7
30-34 år,København,Vallensbæk,2011,11,8
