alder,tilflytningskommune,fraflytningskommune,årstal,værdi_m,værdi_k
50-54 år,Struer,København,2014,0,0
50-54 år,Struer,København,2015,0,0
50-54 år,Struer,København,2016,0,0
50-54 år,Struer,København,2017,0,1
50-54 år,Viborg,København,2006,2,0
50-54 år,Viborg,København,2007,4,1
50-54 år,Viborg,København,2008,1,1
50-54 år,Viborg,København,2009,0,0
50-54 år,Viborg,København,2010,2,1
50-54 år,Viborg,København,2011,2,2
50-54 år,Viborg,København,2012,2,1
50-54 år,Viborg,København,2013,0,0
50-54 år,Viborg,København,2014,2,1
50-54 år,Viborg,København,2015,2,1
50-54 år,Viborg,København,2016,1,3
50-54 år,Viborg,København,2017,5,2
50-54 år,Brønderslev,København,2006,0,0
50-54 år,Brønderslev,København,2007,0,0
50-54 år,Brønderslev,København,2008,0,0
50-54 år,Brønderslev,København,2009,0,0
50-54 år,Brønderslev,København,2010,0,0
50-54 år,Brønderslev,København,2011,0,0
50-54 år,Brønderslev,København,2012,0,0
50-54 år,Brønderslev,København,2013,0,0
50-54 år,Brønderslev,København,2014,1,0
50-54 år,Brønderslev,København,2015,0,0
50-54 år,Brønderslev,København,2016,1,0
50-54 år,Brønderslev,København,2017,0,0
50-54 år,Frederikshavn,København,2006,2,0
50-54 år,Frederikshavn,København,2007,5,0
50-54 år,Frederikshavn,København,2008,2,2
50-54 år,Frederikshavn,København,2009,1,0
50-54 år,Frederikshavn,København,2010,1,3
50-54 år,Frederikshavn,København,2011,0,1
50-54 år,Frederikshavn,København,2012,1,1
50-54 år,Frederikshavn,København,2013,3,2
50-54 år,Frederikshavn,København,2014,2,0
50-54 år,Frederikshavn,København,2015,0,1
50-54 år,Frederikshavn,København,2016,2,1
50-54 år,Frederikshavn,København,2017,2,0
50-54 år,Hjørring,København,2006,0,0
50-54 år,Hjørring,København,2007,2,0
50-54 år,Hjørring,København,2008,1,1
50-54 år,Hjørring,København,2009,1,2
50-54 år,Hjørring,København,2010,0,0
50-54 år,Hjørring,København,2011,0,1
50-54 år,Hjørring,København,2012,1,0
50-54 år,Hjørring,København,2013,2,0
50-54 år,Hjørring,København,2014,2,2
50-54 år,Hjørring,København,2015,1,1
50-54 år,Hjørring,København,2016,2,2
50-54 år,Hjørring,København,2017,1,3
50-54 år,Jammerbugt,København,2006,1,1
50-54 år,Jammerbugt,København,2007,0,0
50-54 år,Jammerbugt,København,2008,0,0
50-54 år,Jammerbugt,København,2009,0,0
50-54 år,Jammerbugt,København,2010,1,0
50-54 år,Jammerbugt,København,2011,0,0
50-54 år,Jammerbugt,København,2012,0,0
50-54 år,Jammerbugt,København,2013,1,0
50-54 år,Jammerbugt,København,2014,1,0
50-54 år,Jammerbugt,København,2015,0,0
50-54 år,Jammerbugt,København,2016,0,0
50-54 år,Jammerbugt,København,2017,0,0
50-54 år,Læsø,København,2006,0,0
50-54 år,Læsø,København,2007,0,0
50-54 år,Læsø,København,2008,0,0
50-54 år,Læsø,København,2009,0,1
50-54 år,Læsø,København,2010,0,0
50-54 år,Læsø,København,2011,0,0
50-54 år,Læsø,København,2012,0,0
50-54 år,Læsø,København,2013,0,0
50-54 år,Læsø,København,2014,1,0
50-54 år,Læsø,København,2015,0,0
50-54 år,Læsø,København,2016,0,0
50-54 år,Læsø,København,2017,0,0
50-54 år,Mariagerfjord,København,2006,0,1
50-54 år,Mariagerfjord,København,2007,0,0
50-54 år,Mariagerfjord,København,2008,0,0
50-54 år,Mariagerfjord,København,2009,3,0
50-54 år,Mariagerfjord,København,2010,0,0
50-54 år,Mariagerfjord,København,2011,1,1
50-54 år,Mariagerfjord,København,2012,1,0
50-54 år,Mariagerfjord,København,2013,0,0
50-54 år,Mariagerfjord,København,2014,2,1
50-54 år,Mariagerfjord,København,2015,1,0
50-54 år,Mariagerfjord,København,2016,2,0
50-54 år,Mariagerfjord,København,2017,1,0
50-54 år,Morsø,København,2006,0,1
50-54 år,Morsø,København,2007,1,2
50-54 år,Morsø,København,2008,0,0
50-54 år,Morsø,København,2009,2,1
50-54 år,Morsø,København,2010,0,0
50-54 år,Morsø,København,2011,0,0
50-54 år,Morsø,København,2012,1,0
50-54 år,Morsø,København,2013,0,0
50-54 år,Morsø,København,2014,0,0
50-54 år,Morsø,København,2015,0,0
50-54 år,Morsø,København,2016,2,1
50-54 år,Morsø,København,2017,0,0
50-54 år,Rebild,København,2006,0,0
50-54 år,Rebild,København,2007,0,0
50-54 år,Rebild,København,2008,0,0
50-54 år,Rebild,København,2009,0,0
50-54 år,Rebild,København,2010,0,0
50-54 år,Rebild,København,2011,0,0
50-54 år,Rebild,København,2012,0,0
50-54 år,Rebild,København,2013,0,0
50-54 år,Rebild,København,2014,0,0
50-54 år,Rebild,København,2015,0,1
50-54 år,Rebild,København,2016,0,0
50-54 år,Rebild,København,2017,1,0
50-54 år,Thisted,København,2006,0,0
50-54 år,Thisted,København,2007,0,0
50-54 år,Thisted,København,2008,1,0
50-54 år,Thisted,København,2009,0,1
50-54 år,Thisted,København,2010,0,1
50-54 år,Thisted,København,2011,1,0
50-54 år,Thisted,København,2012,0,0
50-54 år,Thisted,København,2013,0,2
50-54 år,Thisted,København,2014,0,2
50-54 år,Thisted,København,2015,1,0
50-54 år,Thisted,København,2016,1,0
50-54 år,Thisted,København,2017,1,0
50-54 år,Vesthimmerlands,København,2006,1,0
50-54 år,Vesthimmerlands,København,2007,0,0
50-54 år,Vesthimmerlands,København,2008,0,0
50-54 år,Vesthimmerlands,København,2009,0,0
50-54 år,Vesthimmerlands,København,2010,0,0
50-54 år,Vesthimmerlands,København,2011,0,1
50-54 år,Vesthimmerlands,København,2012,1,0
50-54 år,Vesthimmerlands,København,2013,0,0
50-54 år,Vesthimmerlands,København,2014,3,0
50-54 år,Vesthimmerlands,København,2015,0,0
50-54 år,Vesthimmerlands,København,2016,0,0
50-54 år,Vesthimmerlands,København,2017,0,1
50-54 år,Aalborg,København,2006,4,1
50-54 år,Aalborg,København,2007,1,1
50-54 år,Aalborg,København,2008,3,0
50-54 år,Aalborg,København,2009,0,2
50-54 år,Aalborg,København,2010,3,0
50-54 år,Aalborg,København,2011,3,3
50-54 år,Aalborg,København,2012,1,1
50-54 år,Aalborg,København,2013,2,2
50-54 år,Aalborg,København,2014,3,1
50-54 år,Aalborg,København,2015,5,3
50-54 år,Aalborg,København,2016,3,4
50-54 år,Aalborg,København,2017,5,5
50-54 år,København,Frederiksberg,2006,34,35
50-54 år,København,Frederiksberg,2007,52,32
50-54 år,København,Frederiksberg,2008,35,27
50-54 år,København,Frederiksberg,2009,38,37
50-54 år,København,Frederiksberg,2010,43,40
50-54 år,København,Frederiksberg,2011,57,41
50-54 år,København,Frederiksberg,2012,53,64
50-54 år,København,Frederiksberg,2013,70,55
50-54 år,København,Frederiksberg,2014,79,56
50-54 år,København,Frederiksberg,2015,67,59
50-54 år,København,Frederiksberg,2016,69,56
50-54 år,København,Frederiksberg,2017,89,62
50-54 år,Frederiksberg,Frederiksberg,2006,0,0
50-54 år,Frederiksberg,Frederiksberg,2007,0,0
50-54 år,Frederiksberg,Frederiksberg,2008,0,0
50-54 år,Frederiksberg,Frederiksberg,2009,0,0
50-54 år,Frederiksberg,Frederiksberg,2010,0,0
50-54 år,Frederiksberg,Frederiksberg,2011,0,0
50-54 år,Frederiksberg,Frederiksberg,2012,0,0
50-54 år,Frederiksberg,Frederiksberg,2013,0,0
50-54 år,Frederiksberg,Frederiksberg,2014,0,0
50-54 år,Frederiksberg,Frederiksberg,2015,0,0
50-54 år,Frederiksberg,Frederiksberg,2016,0,0
50-54 år,Frederiksberg,Frederiksberg,2017,0,0
50-54 år,Dragør,Frederiksberg,2006,2,0
50-54 år,Dragør,Frederiksberg,2007,0,0
50-54 år,Dragør,Frederiksberg,2008,1,1
50-54 år,Dragør,Frederiksberg,2009,0,0
50-54 år,Dragør,Frederiksberg,2010,0,1
50-54 år,Dragør,Frederiksberg,2011,0,0
50-54 år,Dragør,Frederiksberg,2012,0,1
50-54 år,Dragør,Frederiksberg,2013,1,1
50-54 år,Dragør,Frederiksberg,2014,0,1
50-54 år,Dragør,Frederiksberg,2015,0,1
50-54 år,Dragør,Frederiksberg,2016,1,2
50-54 år,Dragør,Frederiksberg,2017,0,1
50-54 år,Tårnby,Frederiksberg,2006,0,1
50-54 år,Tårnby,Frederiksberg,2007,2,1
50-54 år,Tårnby,Frederiksberg,2008,2,5
50-54 år,Tårnby,Frederiksberg,2009,1,1
50-54 år,Tårnby,Frederiksberg,2010,1,0
50-54 år,Tårnby,Frederiksberg,2011,1,0
50-54 år,Tårnby,Frederiksberg,2012,2,1
50-54 år,Tårnby,Frederiksberg,2013,4,0
50-54 år,Tårnby,Frederiksberg,2014,2,1
50-54 år,Tårnby,Frederiksberg,2015,0,3
50-54 år,Tårnby,Frederiksberg,2016,2,1
50-54 år,Tårnby,Frederiksberg,2017,3,2
50-54 år,Albertslund,Frederiksberg,2006,1,1
50-54 år,Albertslund,Frederiksberg,2007,1,1
50-54 år,Albertslund,Frederiksberg,2008,1,2
50-54 år,Albertslund,Frederiksberg,2009,1,1
50-54 år,Albertslund,Frederiksberg,2010,1,1
50-54 år,Albertslund,Frederiksberg,2011,2,0
50-54 år,Albertslund,Frederiksberg,2012,0,2
50-54 år,Albertslund,Frederiksberg,2013,0,0
50-54 år,Albertslund,Frederiksberg,2014,0,2
50-54 år,Albertslund,Frederiksberg,2015,2,1
50-54 år,Albertslund,Frederiksberg,2016,2,0
50-54 år,Albertslund,Frederiksberg,2017,0,0
50-54 år,Ballerup,Frederiksberg,2006,0,2
50-54 år,Ballerup,Frederiksberg,2007,0,0
50-54 år,Ballerup,Frederiksberg,2008,3,2
50-54 år,Ballerup,Frederiksberg,2009,1,0
50-54 år,Ballerup,Frederiksberg,2010,0,1
50-54 år,Ballerup,Frederiksberg,2011,3,0
50-54 år,Ballerup,Frederiksberg,2012,0,2
50-54 år,Ballerup,Frederiksberg,2013,1,0
50-54 år,Ballerup,Frederiksberg,2014,3,0
50-54 år,Ballerup,Frederiksberg,2015,3,3
50-54 år,Ballerup,Frederiksberg,2016,3,0
50-54 år,Ballerup,Frederiksberg,2017,2,2
50-54 år,Brøndby,Frederiksberg,2006,1,0
50-54 år,Brøndby,Frederiksberg,2007,0,1
50-54 år,Brøndby,Frederiksberg,2008,0,2
50-54 år,Brøndby,Frederiksberg,2009,0,1
50-54 år,Brøndby,Frederiksberg,2010,1,2
50-54 år,Brøndby,Frederiksberg,2011,0,0
50-54 år,Brøndby,Frederiksberg,2012,1,1
50-54 år,Brøndby,Frederiksberg,2013,2,1
50-54 år,Brøndby,Frederiksberg,2014,0,0
50-54 år,Brøndby,Frederiksberg,2015,0,1
50-54 år,Brøndby,Frederiksberg,2016,1,1
50-54 år,Brøndby,Frederiksberg,2017,0,2
50-54 år,Gentofte,Frederiksberg,2006,4,1
50-54 år,Gentofte,Frederiksberg,2007,4,3
50-54 år,Gentofte,Frederiksberg,2008,5,5
50-54 år,Gentofte,Frederiksberg,2009,5,1
50-54 år,Gentofte,Frederiksberg,2010,8,2
50-54 år,Gentofte,Frederiksberg,2011,7,2
50-54 år,Gentofte,Frederiksberg,2012,3,0
50-54 år,Gentofte,Frederiksberg,2013,7,2
50-54 år,Gentofte,Frederiksberg,2014,7,6
50-54 år,Gentofte,Frederiksberg,2015,7,7
50-54 år,Gentofte,Frederiksberg,2016,7,3
50-54 år,Gentofte,Frederiksberg,2017,11,8
50-54 år,Gladsaxe,Frederiksberg,2006,7,4
50-54 år,Gladsaxe,Frederiksberg,2007,2,1
50-54 år,Gladsaxe,Frederiksberg,2008,1,1
50-54 år,Gladsaxe,Frederiksberg,2009,2,1
50-54 år,Gladsaxe,Frederiksberg,2010,0,0
50-54 år,Gladsaxe,Frederiksberg,2011,5,1
50-54 år,Gladsaxe,Frederiksberg,2012,2,1
50-54 år,Gladsaxe,Frederiksberg,2013,5,4
50-54 år,Gladsaxe,Frederiksberg,2014,0,2
50-54 år,Gladsaxe,Frederiksberg,2015,4,3
50-54 år,Gladsaxe,Frederiksberg,2016,4,8
50-54 år,Gladsaxe,Frederiksberg,2017,5,2
50-54 år,Glostrup,Frederiksberg,2006,0,0
50-54 år,Glostrup,Frederiksberg,2007,1,0
50-54 år,Glostrup,Frederiksberg,2008,1,0
50-54 år,Glostrup,Frederiksberg,2009,1,0
50-54 år,Glostrup,Frederiksberg,2010,0,1
50-54 år,Glostrup,Frederiksberg,2011,0,1
50-54 år,Glostrup,Frederiksberg,2012,2,1
50-54 år,Glostrup,Frederiksberg,2013,1,1
50-54 år,Glostrup,Frederiksberg,2014,2,1
50-54 år,Glostrup,Frederiksberg,2015,4,1
50-54 år,Glostrup,Frederiksberg,2016,1,0
50-54 år,Glostrup,Frederiksberg,2017,1,0
50-54 år,Herlev,Frederiksberg,2006,0,0
50-54 år,Herlev,Frederiksberg,2007,1,0
50-54 år,Herlev,Frederiksberg,2008,0,0
50-54 år,Herlev,Frederiksberg,2009,0,1
50-54 år,Herlev,Frederiksberg,2010,1,1
50-54 år,Herlev,Frederiksberg,2011,1,1
50-54 år,Herlev,Frederiksberg,2012,0,0
50-54 år,Herlev,Frederiksberg,2013,3,0
50-54 år,Herlev,Frederiksberg,2014,1,1
50-54 år,Herlev,Frederiksberg,2015,0,0
50-54 år,Herlev,Frederiksberg,2016,0,1
50-54 år,Herlev,Frederiksberg,2017,2,0
50-54 år,Hvidovre,Frederiksberg,2006,0,1
50-54 år,Hvidovre,Frederiksberg,2007,1,7
50-54 år,Hvidovre,Frederiksberg,2008,1,2
50-54 år,Hvidovre,Frederiksberg,2009,0,2
50-54 år,Hvidovre,Frederiksberg,2010,6,1
50-54 år,Hvidovre,Frederiksberg,2011,1,4
50-54 år,Hvidovre,Frederiksberg,2012,1,3
50-54 år,Hvidovre,Frederiksberg,2013,4,2
50-54 år,Hvidovre,Frederiksberg,2014,2,3
50-54 år,Hvidovre,Frederiksberg,2015,3,0
50-54 år,Hvidovre,Frederiksberg,2016,0,2
50-54 år,Hvidovre,Frederiksberg,2017,4,5
50-54 år,Høje-Taastrup,Frederiksberg,2006,2,1
50-54 år,Høje-Taastrup,Frederiksberg,2007,0,2
50-54 år,Høje-Taastrup,Frederiksberg,2008,0,1
50-54 år,Høje-Taastrup,Frederiksberg,2009,1,2
50-54 år,Høje-Taastrup,Frederiksberg,2010,2,1
50-54 år,Høje-Taastrup,Frederiksberg,2011,2,1
50-54 år,Høje-Taastrup,Frederiksberg,2012,1,1
50-54 år,Høje-Taastrup,Frederiksberg,2013,3,0
50-54 år,Høje-Taastrup,Frederiksberg,2014,2,0
50-54 år,Høje-Taastrup,Frederiksberg,2015,4,2
50-54 år,Høje-Taastrup,Frederiksberg,2016,1,5
50-54 år,Høje-Taastrup,Frederiksberg,2017,0,1
50-54 år,Ishøj,Frederiksberg,2006,0,1
50-54 år,Ishøj,Frederiksberg,2007,1,0
50-54 år,Ishøj,Frederiksberg,2008,0,0
50-54 år,Ishøj,Frederiksberg,2009,2,0
50-54 år,Ishøj,Frederiksberg,2010,0,1
50-54 år,Ishøj,Frederiksberg,2011,0,0
50-54 år,Ishøj,Frederiksberg,2012,2,0
50-54 år,Ishøj,Frederiksberg,2013,1,0
50-54 år,Ishøj,Frederiksberg,2014,1,2
50-54 år,Ishøj,Frederiksberg,2015,0,1
50-54 år,Ishøj,Frederiksberg,2016,1,1
50-54 år,Ishøj,Frederiksberg,2017,0,1
50-54 år,Lyngby-Taarbæk,Frederiksberg,2006,2,3
50-54 år,Lyngby-Taarbæk,Frederiksberg,2007,3,3
50-54 år,Lyngby-Taarbæk,Frederiksberg,2008,3,4
50-54 år,Lyngby-Taarbæk,Frederiksberg,2009,3,1
50-54 år,Lyngby-Taarbæk,Frederiksberg,2010,0,0
50-54 år,Lyngby-Taarbæk,Frederiksberg,2011,3,2
50-54 år,Lyngby-Taarbæk,Frederiksberg,2012,3,5
50-54 år,Lyngby-Taarbæk,Frederiksberg,2013,5,0
50-54 år,Lyngby-Taarbæk,Frederiksberg,2014,2,1
50-54 år,Lyngby-Taarbæk,Frederiksberg,2015,3,1
50-54 år,Lyngby-Taarbæk,Frederiksberg,2016,1,2
50-54 år,Lyngby-Taarbæk,Frederiksberg,2017,3,4
50-54 år,Rødovre,Frederiksberg,2006,2,5
50-54 år,Rødovre,Frederiksberg,2007,4,2
50-54 år,Rødovre,Frederiksberg,2008,5,1
50-54 år,Rødovre,Frederiksberg,2009,1,5
50-54 år,Rødovre,Frederiksberg,2010,3,4
50-54 år,Rødovre,Frederiksberg,2011,2,5
50-54 år,Rødovre,Frederiksberg,2012,4,2
50-54 år,Rødovre,Frederiksberg,2013,4,3
50-54 år,Rødovre,Frederiksberg,2014,5,4
50-54 år,Rødovre,Frederiksberg,2015,2,3
50-54 år,Rødovre,Frederiksberg,2016,2,3
50-54 år,Rødovre,Frederiksberg,2017,7,4
50-54 år,Vallensbæk,Frederiksberg,2006,2,0
50-54 år,Vallensbæk,Frederiksberg,2007,1,2
50-54 år,Vallensbæk,Frederiksberg,2008,0,0
50-54 år,Vallensbæk,Frederiksberg,2009,1,0
50-54 år,Vallensbæk,Frederiksberg,2010,0,0
50-54 år,Vallensbæk,Frederiksberg,2011,1,0
50-54 år,Vallensbæk,Frederiksberg,2012,1,0
50-54 år,Vallensbæk,Frederiksberg,2013,1,0
50-54 år,Vallensbæk,Frederiksberg,2014,0,0
50-54 år,Vallensbæk,Frederiksberg,2015,0,0
50-54 år,Vallensbæk,Frederiksberg,2016,0,0
50-54 år,Vallensbæk,Frederiksberg,2017,0,0
50-54 år,Allerød,Frederiksberg,2006,0,1
50-54 år,Allerød,Frederiksberg,2007,0,0
50-54 år,Allerød,Frederiksberg,2008,0,0
50-54 år,Allerød,Frederiksberg,2009,1,0
50-54 år,Allerød,Frederiksberg,2010,0,0
50-54 år,Allerød,Frederiksberg,2011,0,0
50-54 år,Allerød,Frederiksberg,2012,1,0
50-54 år,Allerød,Frederiksberg,2013,0,4
50-54 år,Allerød,Frederiksberg,2014,1,1
50-54 år,Allerød,Frederiksberg,2015,1,0
50-54 år,Allerød,Frederiksberg,2016,0,0
50-54 år,Allerød,Frederiksberg,2017,1,0
50-54 år,Egedal,Frederiksberg,2006,1,0
50-54 år,Egedal,Frederiksberg,2007,1,0
50-54 år,Egedal,Frederiksberg,2008,1,1
50-54 år,Egedal,Frederiksberg,2009,1,2
50-54 år,Egedal,Frederiksberg,2010,0,0
50-54 år,Egedal,Frederiksberg,2011,1,1
50-54 år,Egedal,Frederiksberg,2012,0,1
50-54 år,Egedal,Frederiksberg,2013,1,0
50-54 år,Egedal,Frederiksberg,2014,0,0
50-54 år,Egedal,Frederiksberg,2015,5,2
50-54 år,Egedal,Frederiksberg,2016,0,1
50-54 år,Egedal,Frederiksberg,2017,0,1
50-54 år,Fredensborg,Frederiksberg,2006,2,1
50-54 år,Fredensborg,Frederiksberg,2007,3,4
50-54 år,Fredensborg,Frederiksberg,2008,0,0
50-54 år,Fredensborg,Frederiksberg,2009,1,1
50-54 år,Fredensborg,Frederiksberg,2010,0,0
50-54 år,Fredensborg,Frederiksberg,2011,2,0
50-54 år,Fredensborg,Frederiksberg,2012,1,2
50-54 år,Fredensborg,Frederiksberg,2013,4,1
50-54 år,Fredensborg,Frederiksberg,2014,1,4
50-54 år,Fredensborg,Frederiksberg,2015,3,3
50-54 år,Fredensborg,Frederiksberg,2016,0,1
50-54 år,Fredensborg,Frederiksberg,2017,4,2
50-54 år,Frederikssund,Frederiksberg,2006,1,3
50-54 år,Frederikssund,Frederiksberg,2007,1,1
50-54 år,Frederikssund,Frederiksberg,2008,1,2
50-54 år,Frederikssund,Frederiksberg,2009,0,3
50-54 år,Frederikssund,Frederiksberg,2010,1,2
50-54 år,Frederikssund,Frederiksberg,2011,0,0
50-54 år,Frederikssund,Frederiksberg,2012,2,0
50-54 år,Frederikssund,Frederiksberg,2013,0,1
50-54 år,Frederikssund,Frederiksberg,2014,1,1
50-54 år,Frederikssund,Frederiksberg,2015,4,3
50-54 år,Frederikssund,Frederiksberg,2016,1,1
50-54 år,Frederikssund,Frederiksberg,2017,3,2
50-54 år,Furesø,Frederiksberg,2006,0,1
50-54 år,Furesø,Frederiksberg,2007,3,1
50-54 år,Furesø,Frederiksberg,2008,1,3
50-54 år,Furesø,Frederiksberg,2009,1,1
50-54 år,Furesø,Frederiksberg,2010,1,2
50-54 år,Furesø,Frederiksberg,2011,1,2
50-54 år,Furesø,Frederiksberg,2012,2,0
50-54 år,Furesø,Frederiksberg,2013,2,1
50-54 år,Furesø,Frederiksberg,2014,1,1
50-54 år,Furesø,Frederiksberg,2015,1,1
50-54 år,Furesø,Frederiksberg,2016,1,1
50-54 år,Furesø,Frederiksberg,2017,1,1
50-54 år,Gribskov,Frederiksberg,2006,2,3
50-54 år,Gribskov,Frederiksberg,2007,2,1
50-54 år,Gribskov,Frederiksberg,2008,0,2
50-54 år,Gribskov,Frederiksberg,2009,0,3
50-54 år,Gribskov,Frederiksberg,2010,2,1
50-54 år,Gribskov,Frederiksberg,2011,1,2
50-54 år,Gribskov,Frederiksberg,2012,1,2
50-54 år,Gribskov,Frederiksberg,2013,1,2
50-54 år,Gribskov,Frederiksberg,2014,1,3
50-54 år,Gribskov,Frederiksberg,2015,2,1
50-54 år,Gribskov,Frederiksberg,2016,1,3
50-54 år,Gribskov,Frederiksberg,2017,7,3
50-54 år,Halsnæs,Frederiksberg,2006,0,1
50-54 år,Halsnæs,Frederiksberg,2007,1,0
50-54 år,Halsnæs,Frederiksberg,2008,1,0
50-54 år,Halsnæs,Frederiksberg,2009,0,1
50-54 år,Halsnæs,Frederiksberg,2010,3,1
50-54 år,Halsnæs,Frederiksberg,2011,3,3
50-54 år,Halsnæs,Frederiksberg,2012,2,1
50-54 år,Halsnæs,Frederiksberg,2013,3,1
50-54 år,Halsnæs,Frederiksberg,2014,3,3
50-54 år,Halsnæs,Frederiksberg,2015,1,1
50-54 år,Halsnæs,Frederiksberg,2016,3,1
50-54 år,Halsnæs,Frederiksberg,2017,2,2
50-54 år,Helsingør,Frederiksberg,2006,2,1
50-54 år,Helsingør,Frederiksberg,2007,3,0
50-54 år,Helsingør,Frederiksberg,2008,1,1
50-54 år,Helsingør,Frederiksberg,2009,2,0
50-54 år,Helsingør,Frederiksberg,2010,1,1
50-54 år,Helsingør,Frederiksberg,2011,1,0
50-54 år,Helsingør,Frederiksberg,2012,3,0
50-54 år,Helsingør,Frederiksberg,2013,0,2
50-54 år,Helsingør,Frederiksberg,2014,2,2
50-54 år,Helsingør,Frederiksberg,2015,1,4
50-54 år,Helsingør,Frederiksberg,2016,1,0
50-54 år,Helsingør,Frederiksberg,2017,2,5
50-54 år,Hillerød,Frederiksberg,2006,3,1
50-54 år,Hillerød,Frederiksberg,2007,2,1
50-54 år,Hillerød,Frederiksberg,2008,0,0
50-54 år,Hillerød,Frederiksberg,2009,0,0
50-54 år,Hillerød,Frederiksberg,2010,2,1
50-54 år,Hillerød,Frederiksberg,2011,0,0
50-54 år,Hillerød,Frederiksberg,2012,1,0
50-54 år,Hillerød,Frederiksberg,2013,2,1
50-54 år,Hillerød,Frederiksberg,2014,1,1
50-54 år,Hillerød,Frederiksberg,2015,2,0
50-54 år,Hillerød,Frederiksberg,2016,1,3
50-54 år,Hillerød,Frederiksberg,2017,1,1
50-54 år,Hørsholm,Frederiksberg,2006,1,2
50-54 år,Hørsholm,Frederiksberg,2007,1,0
50-54 år,Hørsholm,Frederiksberg,2008,0,0
50-54 år,Hørsholm,Frederiksberg,2009,0,1
50-54 år,Hørsholm,Frederiksberg,2010,2,2
50-54 år,Hørsholm,Frederiksberg,2011,0,0
50-54 år,Hørsholm,Frederiksberg,2012,0,0
50-54 år,Hørsholm,Frederiksberg,2013,0,0
50-54 år,Hørsholm,Frederiksberg,2014,1,2
50-54 år,Hørsholm,Frederiksberg,2015,3,1
50-54 år,Hørsholm,Frederiksberg,2016,0,0
50-54 år,Hørsholm,Frederiksberg,2017,0,0
50-54 år,Rudersdal,Frederiksberg,2006,3,1
50-54 år,Rudersdal,Frederiksberg,2007,1,3
50-54 år,Rudersdal,Frederiksberg,2008,2,6
50-54 år,Rudersdal,Frederiksberg,2009,3,3
50-54 år,Rudersdal,Frederiksberg,2010,1,1
50-54 år,Rudersdal,Frederiksberg,2011,1,0
50-54 år,Rudersdal,Frederiksberg,2012,2,0
50-54 år,Rudersdal,Frederiksberg,2013,1,1
50-54 år,Rudersdal,Frederiksberg,2014,3,3
50-54 år,Rudersdal,Frederiksberg,2015,6,5
50-54 år,Rudersdal,Frederiksberg,2016,2,1
50-54 år,Rudersdal,Frederiksberg,2017,1,4
50-54 år,Bornholm,Frederiksberg,2006,2,0
50-54 år,Bornholm,Frederiksberg,2007,0,3
50-54 år,Bornholm,Frederiksberg,2008,1,1
50-54 år,Bornholm,Frederiksberg,2009,0,0
50-54 år,Bornholm,Frederiksberg,2010,1,0
50-54 år,Bornholm,Frederiksberg,2011,0,0
50-54 år,Bornholm,Frederiksberg,2012,0,0
50-54 år,Bornholm,Frederiksberg,2013,2,1
50-54 år,Bornholm,Frederiksberg,2014,0,1
50-54 år,Bornholm,Frederiksberg,2015,1,1
50-54 år,Bornholm,Frederiksberg,2016,0,1
50-54 år,Bornholm,Frederiksberg,2017,0,0
50-54 år,Christiansø,Frederiksberg,2006,0,0
50-54 år,Christiansø,Frederiksberg,2007,0,0
50-54 år,Christiansø,Frederiksberg,2008,0,0
50-54 år,Christiansø,Frederiksberg,2009,0,0
50-54 år,Christiansø,Frederiksberg,2010,0,0
50-54 år,Christiansø,Frederiksberg,2011,0,0
50-54 år,Christiansø,Frederiksberg,2012,0,0
50-54 år,Christiansø,Frederiksberg,2013,0,0
50-54 år,Christiansø,Frederiksberg,2014,0,0
50-54 år,Christiansø,Frederiksberg,2015,0,0
50-54 år,Christiansø,Frederiksberg,2016,0,0
50-54 år,Christiansø,Frederiksberg,2017,0,0
50-54 år,Greve,Frederiksberg,2006,0,0
50-54 år,Greve,Frederiksberg,2007,1,0
50-54 år,Greve,Frederiksberg,2008,2,0
50-54 år,Greve,Frederiksberg,2009,0,0
50-54 år,Greve,Frederiksberg,2010,2,1
50-54 år,Greve,Frederiksberg,2011,0,0
50-54 år,Greve,Frederiksberg,2012,3,0
50-54 år,Greve,Frederiksberg,2013,2,2
50-54 år,Greve,Frederiksberg,2014,2,1
50-54 år,Greve,Frederiksberg,2015,0,0
50-54 år,Greve,Frederiksberg,2016,1,0
50-54 år,Greve,Frederiksberg,2017,0,2
50-54 år,Køge,Frederiksberg,2006,0,2
50-54 år,Køge,Frederiksberg,2007,0,0
50-54 år,Køge,Frederiksberg,2008,1,0
50-54 år,Køge,Frederiksberg,2009,0,0
50-54 år,Køge,Frederiksberg,2010,1,0
50-54 år,Køge,Frederiksberg,2011,0,0
50-54 år,Køge,Frederiksberg,2012,0,1
50-54 år,Køge,Frederiksberg,2013,0,0
50-54 år,Køge,Frederiksberg,2014,0,0
50-54 år,Køge,Frederiksberg,2015,1,2
50-54 år,Køge,Frederiksberg,2016,1,1
50-54 år,Køge,Frederiksberg,2017,1,0
50-54 år,Lejre,Frederiksberg,2006,1,0
50-54 år,Lejre,Frederiksberg,2007,0,0
50-54 år,Lejre,Frederiksberg,2008,0,0
50-54 år,Lejre,Frederiksberg,2009,0,0
50-54 år,Lejre,Frederiksberg,2010,1,0
50-54 år,Lejre,Frederiksberg,2011,2,1
50-54 år,Lejre,Frederiksberg,2012,2,0
50-54 år,Lejre,Frederiksberg,2013,1,0
50-54 år,Lejre,Frederiksberg,2014,0,0
50-54 år,Lejre,Frederiksberg,2015,0,0
50-54 år,Lejre,Frederiksberg,2016,1,0
