alder,tilflytningskommune,fraflytningskommune,årstal,værdi_m,værdi_k
20-24 år,Thisted,Frederiksberg,2009,1,0
20-24 år,Thisted,Frederiksberg,2010,1,0
20-24 år,Thisted,Frederiksberg,2011,1,0
20-24 år,Thisted,Frederiksberg,2012,1,0
20-24 år,Thisted,Frederiksberg,2013,0,0
20-24 år,Thisted,Frederiksberg,2014,0,2
20-24 år,Thisted,Frederiksberg,2015,0,1
20-24 år,Thisted,Frederiksberg,2016,0,0
20-24 år,Thisted,Frederiksberg,2017,0,1
20-24 år,Vesthimmerlands,Frederiksberg,2006,0,0
20-24 år,Vesthimmerlands,Frederiksberg,2007,0,0
20-24 år,Vesthimmerlands,Frederiksberg,2008,0,0
20-24 år,Vesthimmerlands,Frederiksberg,2009,0,0
20-24 år,Vesthimmerlands,Frederiksberg,2010,1,0
20-24 år,Vesthimmerlands,Frederiksberg,2011,1,0
20-24 år,Vesthimmerlands,Frederiksberg,2012,2,0
20-24 år,Vesthimmerlands,Frederiksberg,2013,1,1
20-24 år,Vesthimmerlands,Frederiksberg,2014,0,0
20-24 år,Vesthimmerlands,Frederiksberg,2015,0,2
20-24 år,Vesthimmerlands,Frederiksberg,2016,0,1
20-24 år,Vesthimmerlands,Frederiksberg,2017,0,2
20-24 år,Aalborg,Frederiksberg,2006,4,8
20-24 år,Aalborg,Frederiksberg,2007,5,8
20-24 år,Aalborg,Frederiksberg,2008,9,14
20-24 år,Aalborg,Frederiksberg,2009,6,6
20-24 år,Aalborg,Frederiksberg,2010,4,9
20-24 år,Aalborg,Frederiksberg,2011,7,9
20-24 år,Aalborg,Frederiksberg,2012,5,10
20-24 år,Aalborg,Frederiksberg,2013,10,9
20-24 år,Aalborg,Frederiksberg,2014,11,15
20-24 år,Aalborg,Frederiksberg,2015,12,9
20-24 år,Aalborg,Frederiksberg,2016,13,10
20-24 år,Aalborg,Frederiksberg,2017,8,10
25-29 år,København,København,2006,0,0
25-29 år,København,København,2007,0,0
25-29 år,København,København,2008,0,0
25-29 år,København,København,2009,0,0
25-29 år,København,København,2010,0,0
25-29 år,København,København,2011,0,0
25-29 år,København,København,2012,0,0
25-29 år,København,København,2013,0,0
25-29 år,København,København,2014,0,0
25-29 år,København,København,2015,0,0
25-29 år,København,København,2016,0,0
25-29 år,København,København,2017,0,0
25-29 år,Frederiksberg,København,2006,747,838
25-29 år,Frederiksberg,København,2007,787,883
25-29 år,Frederiksberg,København,2008,836,857
25-29 år,Frederiksberg,København,2009,716,828
25-29 år,Frederiksberg,København,2010,807,897
25-29 år,Frederiksberg,København,2011,810,906
25-29 år,Frederiksberg,København,2012,839,878
25-29 år,Frederiksberg,København,2013,906,1042
25-29 år,Frederiksberg,København,2014,913,1061
25-29 år,Frederiksberg,København,2015,955,1074
25-29 år,Frederiksberg,København,2016,824,981
25-29 år,Frederiksberg,København,2017,892,1027
25-29 år,Dragør,København,2006,20,30
25-29 år,Dragør,København,2007,23,27
25-29 år,Dragør,København,2008,22,24
25-29 år,Dragør,København,2009,20,30
25-29 år,Dragør,København,2010,14,21
25-29 år,Dragør,København,2011,26,25
25-29 år,Dragør,København,2012,31,21
25-29 år,Dragør,København,2013,30,23
25-29 år,Dragør,København,2014,21,35
25-29 år,Dragør,København,2015,25,18
25-29 år,Dragør,København,2016,23,32
25-29 år,Dragør,København,2017,32,35
25-29 år,Tårnby,København,2006,131,111
25-29 år,Tårnby,København,2007,129,124
25-29 år,Tårnby,København,2008,98,97
25-29 år,Tårnby,København,2009,108,105
25-29 år,Tårnby,København,2010,93,96
25-29 år,Tårnby,København,2011,102,105
25-29 år,Tårnby,København,2012,92,105
25-29 år,Tårnby,København,2013,117,111
25-29 år,Tårnby,København,2014,132,158
25-29 år,Tårnby,København,2015,137,140
25-29 år,Tårnby,København,2016,128,125
25-29 år,Tårnby,København,2017,139,156
25-29 år,Albertslund,København,2006,52,45
25-29 år,Albertslund,København,2007,46,42
25-29 år,Albertslund,København,2008,69,58
25-29 år,Albertslund,København,2009,65,39
25-29 år,Albertslund,København,2010,52,33
25-29 år,Albertslund,København,2011,83,35
25-29 år,Albertslund,København,2012,57,41
25-29 år,Albertslund,København,2013,55,44
25-29 år,Albertslund,København,2014,59,65
25-29 år,Albertslund,København,2015,57,50
25-29 år,Albertslund,København,2016,46,63
25-29 år,Albertslund,København,2017,63,48
25-29 år,Ballerup,København,2006,56,59
25-29 år,Ballerup,København,2007,64,73
25-29 år,Ballerup,København,2008,58,68
25-29 år,Ballerup,København,2009,51,55
25-29 år,Ballerup,København,2010,50,62
25-29 år,Ballerup,København,2011,52,50
25-29 år,Ballerup,København,2012,73,57
25-29 år,Ballerup,København,2013,78,72
25-29 år,Ballerup,København,2014,69,79
25-29 år,Ballerup,København,2015,73,83
25-29 år,Ballerup,København,2016,73,86
25-29 år,Ballerup,København,2017,66,98
25-29 år,Brøndby,København,2006,51,45
25-29 år,Brøndby,København,2007,45,53
25-29 år,Brøndby,København,2008,53,44
25-29 år,Brøndby,København,2009,47,46
25-29 år,Brøndby,København,2010,54,61
25-29 år,Brøndby,København,2011,52,35
25-29 år,Brøndby,København,2012,55,47
25-29 år,Brøndby,København,2013,55,56
25-29 år,Brøndby,København,2014,61,66
25-29 år,Brøndby,København,2015,75,64
25-29 år,Brøndby,København,2016,73,65
25-29 år,Brøndby,København,2017,76,79
25-29 år,Gentofte,København,2006,175,187
25-29 år,Gentofte,København,2007,142,163
25-29 år,Gentofte,København,2008,147,208
25-29 år,Gentofte,København,2009,178,224
25-29 år,Gentofte,København,2010,166,169
25-29 år,Gentofte,København,2011,158,176
25-29 år,Gentofte,København,2012,175,202
25-29 år,Gentofte,København,2013,227,241
25-29 år,Gentofte,København,2014,199,272
25-29 år,Gentofte,København,2015,231,267
25-29 år,Gentofte,København,2016,234,243
25-29 år,Gentofte,København,2017,230,269
25-29 år,Gladsaxe,København,2006,142,150
25-29 år,Gladsaxe,København,2007,174,166
25-29 år,Gladsaxe,København,2008,140,150
25-29 år,Gladsaxe,København,2009,156,161
25-29 år,Gladsaxe,København,2010,138,165
25-29 år,Gladsaxe,København,2011,147,133
25-29 år,Gladsaxe,København,2012,165,162
25-29 år,Gladsaxe,København,2013,161,196
25-29 år,Gladsaxe,København,2014,199,190
25-29 år,Gladsaxe,København,2015,222,197
25-29 år,Gladsaxe,København,2016,235,225
25-29 år,Gladsaxe,København,2017,265,231
25-29 år,Glostrup,København,2006,41,38
25-29 år,Glostrup,København,2007,53,50
25-29 år,Glostrup,København,2008,47,39
25-29 år,Glostrup,København,2009,48,47
25-29 år,Glostrup,København,2010,38,47
25-29 år,Glostrup,København,2011,35,27
25-29 år,Glostrup,København,2012,39,37
25-29 år,Glostrup,København,2013,50,65
25-29 år,Glostrup,København,2014,56,57
25-29 år,Glostrup,København,2015,73,62
25-29 år,Glostrup,København,2016,56,62
25-29 år,Glostrup,København,2017,61,72
25-29 år,Herlev,København,2006,37,30
25-29 år,Herlev,København,2007,51,50
25-29 år,Herlev,København,2008,31,40
25-29 år,Herlev,København,2009,47,56
25-29 år,Herlev,København,2010,52,43
25-29 år,Herlev,København,2011,36,32
25-29 år,Herlev,København,2012,53,59
25-29 år,Herlev,København,2013,64,79
25-29 år,Herlev,København,2014,44,58
25-29 år,Herlev,København,2015,54,62
25-29 år,Herlev,København,2016,56,48
25-29 år,Herlev,København,2017,55,53
25-29 år,Hvidovre,København,2006,143,140
25-29 år,Hvidovre,København,2007,147,128
25-29 år,Hvidovre,København,2008,126,129
25-29 år,Hvidovre,København,2009,134,137
25-29 år,Hvidovre,København,2010,135,119
25-29 år,Hvidovre,København,2011,135,142
25-29 år,Hvidovre,København,2012,131,138
25-29 år,Hvidovre,København,2013,152,154
25-29 år,Hvidovre,København,2014,184,175
25-29 år,Hvidovre,København,2015,171,184
25-29 år,Hvidovre,København,2016,177,169
25-29 år,Hvidovre,København,2017,171,175
25-29 år,Høje-Taastrup,København,2006,104,96
25-29 år,Høje-Taastrup,København,2007,68,69
25-29 år,Høje-Taastrup,København,2008,73,87
25-29 år,Høje-Taastrup,København,2009,68,50
25-29 år,Høje-Taastrup,København,2010,49,57
25-29 år,Høje-Taastrup,København,2011,73,60
25-29 år,Høje-Taastrup,København,2012,62,67
25-29 år,Høje-Taastrup,København,2013,86,94
25-29 år,Høje-Taastrup,København,2014,70,71
25-29 år,Høje-Taastrup,København,2015,120,116
25-29 år,Høje-Taastrup,København,2016,101,109
25-29 år,Høje-Taastrup,København,2017,111,101
25-29 år,Ishøj,København,2006,30,29
25-29 år,Ishøj,København,2007,25,22
25-29 år,Ishøj,København,2008,22,18
25-29 år,Ishøj,København,2009,26,25
25-29 år,Ishøj,København,2010,37,29
25-29 år,Ishøj,København,2011,27,31
25-29 år,Ishøj,København,2012,25,19
25-29 år,Ishøj,København,2013,33,30
25-29 år,Ishøj,København,2014,44,42
25-29 år,Ishøj,København,2015,38,34
25-29 år,Ishøj,København,2016,38,50
25-29 år,Ishøj,København,2017,49,35
25-29 år,Lyngby-Taarbæk,København,2006,82,86
25-29 år,Lyngby-Taarbæk,København,2007,82,85
25-29 år,Lyngby-Taarbæk,København,2008,84,86
25-29 år,Lyngby-Taarbæk,København,2009,102,106
25-29 år,Lyngby-Taarbæk,København,2010,87,78
25-29 år,Lyngby-Taarbæk,København,2011,84,103
25-29 år,Lyngby-Taarbæk,København,2012,87,83
25-29 år,Lyngby-Taarbæk,København,2013,86,107
25-29 år,Lyngby-Taarbæk,København,2014,102,129
25-29 år,Lyngby-Taarbæk,København,2015,132,141
25-29 år,Lyngby-Taarbæk,København,2016,138,134
25-29 år,Lyngby-Taarbæk,København,2017,116,113
25-29 år,Rødovre,København,2006,103,98
25-29 år,Rødovre,København,2007,97,85
25-29 år,Rødovre,København,2008,93,100
25-29 år,Rødovre,København,2009,127,97
25-29 år,Rødovre,København,2010,99,87
25-29 år,Rødovre,København,2011,98,102
25-29 år,Rødovre,København,2012,104,95
25-29 år,Rødovre,København,2013,134,131
25-29 år,Rødovre,København,2014,120,120
25-29 år,Rødovre,København,2015,117,141
25-29 år,Rødovre,København,2016,110,121
25-29 år,Rødovre,København,2017,146,163
25-29 år,Vallensbæk,København,2006,15,23
25-29 år,Vallensbæk,København,2007,18,25
25-29 år,Vallensbæk,København,2008,38,39
25-29 år,Vallensbæk,København,2009,27,33
25-29 år,Vallensbæk,København,2010,31,33
25-29 år,Vallensbæk,København,2011,31,25
25-29 år,Vallensbæk,København,2012,38,36
25-29 år,Vallensbæk,København,2013,27,39
25-29 år,Vallensbæk,København,2014,22,29
25-29 år,Vallensbæk,København,2015,36,43
25-29 år,Vallensbæk,København,2016,50,46
25-29 år,Vallensbæk,København,2017,47,47
25-29 år,Allerød,København,2006,19,22
25-29 år,Allerød,København,2007,13,17
25-29 år,Allerød,København,2008,28,22
25-29 år,Allerød,København,2009,22,22
25-29 år,Allerød,København,2010,12,22
25-29 år,Allerød,København,2011,17,14
25-29 år,Allerød,København,2012,21,22
25-29 år,Allerød,København,2013,19,13
25-29 år,Allerød,København,2014,26,24
25-29 år,Allerød,København,2015,24,41
25-29 år,Allerød,København,2016,22,42
25-29 år,Allerød,København,2017,50,50
25-29 år,Egedal,København,2006,50,56
25-29 år,Egedal,København,2007,62,61
25-29 år,Egedal,København,2008,51,56
25-29 år,Egedal,København,2009,37,55
25-29 år,Egedal,København,2010,37,59
25-29 år,Egedal,København,2011,39,27
25-29 år,Egedal,København,2012,40,52
25-29 år,Egedal,København,2013,40,48
25-29 år,Egedal,København,2014,52,68
25-29 år,Egedal,København,2015,55,75
25-29 år,Egedal,København,2016,58,81
25-29 år,Egedal,København,2017,64,86
25-29 år,Fredensborg,København,2006,52,60
25-29 år,Fredensborg,København,2007,32,57
25-29 år,Fredensborg,København,2008,36,44
25-29 år,Fredensborg,København,2009,24,37
25-29 år,Fredensborg,København,2010,36,33
25-29 år,Fredensborg,København,2011,35,42
25-29 år,Fredensborg,København,2012,30,37
25-29 år,Fredensborg,København,2013,31,35
25-29 år,Fredensborg,København,2014,45,53
25-29 år,Fredensborg,København,2015,49,55
25-29 år,Fredensborg,København,2016,56,68
25-29 år,Fredensborg,København,2017,62,80
25-29 år,Frederikssund,København,2006,40,45
25-29 år,Frederikssund,København,2007,22,34
25-29 år,Frederikssund,København,2008,20,21
25-29 år,Frederikssund,København,2009,21,24
25-29 år,Frederikssund,København,2010,25,28
25-29 år,Frederikssund,København,2011,31,32
25-29 år,Frederikssund,København,2012,29,35
25-29 år,Frederikssund,København,2013,23,29
25-29 år,Frederikssund,København,2014,37,29
25-29 år,Frederikssund,København,2015,45,47
25-29 år,Frederikssund,København,2016,45,32
25-29 år,Frederikssund,København,2017,48,60
25-29 år,Furesø,København,2006,43,47
25-29 år,Furesø,København,2007,51,46
25-29 år,Furesø,København,2008,35,37
25-29 år,Furesø,København,2009,46,60
25-29 år,Furesø,København,2010,39,47
25-29 år,Furesø,København,2011,40,42
25-29 år,Furesø,København,2012,41,50
25-29 år,Furesø,København,2013,49,66
25-29 år,Furesø,København,2014,62,71
25-29 år,Furesø,København,2015,83,78
25-29 år,Furesø,København,2016,61,59
25-29 år,Furesø,København,2017,79,80
25-29 år,Gribskov,København,2006,23,29
25-29 år,Gribskov,København,2007,31,32
25-29 år,Gribskov,København,2008,19,31
25-29 år,Gribskov,København,2009,30,29
25-29 år,Gribskov,København,2010,21,20
25-29 år,Gribskov,København,2011,23,26
25-29 år,Gribskov,København,2012,29,24
25-29 år,Gribskov,København,2013,25,21
25-29 år,Gribskov,København,2014,35,36
25-29 år,Gribskov,København,2015,38,33
25-29 år,Gribskov,København,2016,39,45
25-29 år,Gribskov,København,2017,34,38
25-29 år,Halsnæs,København,2006,18,25
25-29 år,Halsnæs,København,2007,20,29
25-29 år,Halsnæs,København,2008,15,18
25-29 år,Halsnæs,København,2009,13,16
25-29 år,Halsnæs,København,2010,11,7
25-29 år,Halsnæs,København,2011,10,17
25-29 år,Halsnæs,København,2012,15,20
25-29 år,Halsnæs,København,2013,15,18
25-29 år,Halsnæs,København,2014,19,27
25-29 år,Halsnæs,København,2015,15,20
25-29 år,Halsnæs,København,2016,22,20
25-29 år,Halsnæs,København,2017,21,30
25-29 år,Helsingør,København,2006,30,48
25-29 år,Helsingør,København,2007,42,40
25-29 år,Helsingør,København,2008,42,47
25-29 år,Helsingør,København,2009,42,45
25-29 år,Helsingør,København,2010,36,36
25-29 år,Helsingør,København,2011,40,51
25-29 år,Helsingør,København,2012,54,49
25-29 år,Helsingør,København,2013,53,53
25-29 år,Helsingør,København,2014,48,49
25-29 år,Helsingør,København,2015,70,61
25-29 år,Helsingør,København,2016,65,68
25-29 år,Helsingør,København,2017,62,72
25-29 år,Hillerød,København,2006,44,49
25-29 år,Hillerød,København,2007,43,47
25-29 år,Hillerød,København,2008,30,43
25-29 år,Hillerød,København,2009,45,38
25-29 år,Hillerød,København,2010,33,36
25-29 år,Hillerød,København,2011,35,52
25-29 år,Hillerød,København,2012,39,31
25-29 år,Hillerød,København,2013,40,52
25-29 år,Hillerød,København,2014,61,55
25-29 år,Hillerød,København,2015,69,77
25-29 år,Hillerød,København,2016,87,73
25-29 år,Hillerød,København,2017,85,100
25-29 år,Hørsholm,København,2006,26,20
25-29 år,Hørsholm,København,2007,17,22
25-29 år,Hørsholm,København,2008,21,34
25-29 år,Hørsholm,København,2009,20,21
25-29 år,Hørsholm,København,2010,11,34
25-29 år,Hørsholm,København,2011,26,18
25-29 år,Hørsholm,København,2012,25,32
25-29 år,Hørsholm,København,2013,28,33
25-29 år,Hørsholm,København,2014,33,44
25-29 år,Hørsholm,København,2015,20,26
25-29 år,Hørsholm,København,2016,35,40
25-29 år,Hørsholm,København,2017,34,39
25-29 år,Rudersdal,København,2006,71,64
25-29 år,Rudersdal,København,2007,59,66
25-29 år,Rudersdal,København,2008,59,69
25-29 år,Rudersdal,København,2009,60,72
25-29 år,Rudersdal,København,2010,44,69
25-29 år,Rudersdal,København,2011,58,51
25-29 år,Rudersdal,København,2012,69,73
25-29 år,Rudersdal,København,2013,76,73
25-29 år,Rudersdal,København,2014,60,82
25-29 år,Rudersdal,København,2015,94,107
25-29 år,Rudersdal,København,2016,71,93
25-29 år,Rudersdal,København,2017,109,106
25-29 år,Bornholm,København,2006,24,25
25-29 år,Bornholm,København,2007,32,34
25-29 år,Bornholm,København,2008,18,28
25-29 år,Bornholm,København,2009,21,15
25-29 år,Bornholm,København,2010,23,16
25-29 år,Bornholm,København,2011,26,19
25-29 år,Bornholm,København,2012,19,26
25-29 år,Bornholm,København,2013,28,25
25-29 år,Bornholm,København,2014,16,35
25-29 år,Bornholm,København,2015,23,32
25-29 år,Bornholm,København,2016,29,41
25-29 år,Bornholm,København,2017,28,39
25-29 år,Christiansø,København,2006,0,0
25-29 år,Christiansø,København,2007,1,0
25-29 år,Christiansø,København,2008,0,0
25-29 år,Christiansø,København,2009,0,0
25-29 år,Christiansø,København,2010,0,0
25-29 år,Christiansø,København,2011,0,0
25-29 år,Christiansø,København,2012,0,0
25-29 år,Christiansø,København,2013,0,0
25-29 år,Christiansø,København,2014,0,0
25-29 år,Christiansø,København,2015,0,0
25-29 år,Christiansø,København,2016,0,0
25-29 år,Christiansø,København,2017,0,0
25-29 år,Greve,København,2006,50,59
25-29 år,Greve,København,2007,46,77
25-29 år,Greve,København,2008,39,46
25-29 år,Greve,København,2009,46,56
25-29 år,Greve,København,2010,49,52
25-29 år,Greve,København,2011,31,49
25-29 år,Greve,København,2012,44,55
25-29 år,Greve,København,2013,42,50
25-29 år,Greve,København,2014,97,101
25-29 år,Greve,København,2015,70,85
25-29 år,Greve,København,2016,79,83
25-29 år,Greve,København,2017,77,73
25-29 år,Køge,København,2006,63,74
25-29 år,Køge,København,2007,44,54
25-29 år,Køge,København,2008,38,46
25-29 år,Køge,København,2009,36,41
25-29 år,Køge,København,2010,29,43
25-29 år,Køge,København,2011,40,42
25-29 år,Køge,København,2012,48,39
25-29 år,Køge,København,2013,50,58
25-29 år,Køge,København,2014,61,63
25-29 år,Køge,København,2015,59,78
25-29 år,Køge,København,2016,69,66
25-29 år,Køge,København,2017,75,75
25-29 år,Lejre,København,2006,17,19
25-29 år,Lejre,København,2007,21,16
25-29 år,Lejre,København,2008,14,21
25-29 år,Lejre,København,2009,9,8
25-29 år,Lejre,København,2010,21,13
25-29 år,Lejre,København,2011,20,18
25-29 år,Lejre,København,2012,20,17
25-29 år,Lejre,København,2013,23,28
25-29 år,Lejre,København,2014,27,26
25-29 år,Lejre,København,2015,28,25
25-29 år,Lejre,København,2016,24,27
25-29 år,Lejre,København,2017,32,34
25-29 år,Roskilde,København,2006,86,85
25-29 år,Roskilde,København,2007,64,80
25-29 år,Roskilde,København,2008,64,68
25-29 år,Roskilde,København,2009,69,79
25-29 år,Roskilde,København,2010,79,74
25-29 år,Roskilde,København,2011,74,61
25-29 år,Roskilde,København,2012,71,69
25-29 år,Roskilde,København,2013,76,80
25-29 år,Roskilde,København,2014,82,113
25-29 år,Roskilde,København,2015,118,112
25-29 år,Roskilde,København,2016,106,134
25-29 år,Roskilde,København,2017,112,104
25-29 år,Solrød,København,2006,23,28
25-29 år,Solrød,København,2007,16,23
25-29 år,Solrød,København,2008,15,28
25-29 år,Solrød,København,2009,15,19
25-29 år,Solrød,København,2010,19,22
25-29 år,Solrød,København,2011,14,24
25-29 år,Solrød,København,2012,13,21
25-29 år,Solrød,København,2013,17,27
25-29 år,Solrød,København,2014,29,31
25-29 år,Solrød,København,2015,24,33
25-29 år,Solrød,København,2016,34,40
25-29 år,Solrød,København,2017,34,48
25-29 år,Faxe,København,2006,31,40
25-29 år,Faxe,København,2007,18,23
25-29 år,Faxe,København,2008,17,19
25-29 år,Faxe,København,2009,13,12
25-29 år,Faxe,København,2010,18,17
25-29 år,Faxe,København,2011,21,16
25-29 år,Faxe,København,2012,13,9
25-29 år,Faxe,København,2013,15,32
25-29 år,Faxe,København,2014,23,19
25-29 år,Faxe,København,2015,34,35
25-29 år,Faxe,København,2016,24,20
25-29 år,Faxe,København,2017,30,21
25-29 år,Guldborgsund,København,2006,35,24
25-29 år,Guldborgsund,København,2007,35,23
25-29 år,Guldborgsund,København,2008,31,22
25-29 år,Guldborgsund,København,2009,27,25
25-29 år,Guldborgsund,København,2010,42,31
25-29 år,Guldborgsund,København,2011,28,27
25-29 år,Guldborgsund,København,2012,31,31
25-29 år,Guldborgsund,København,2013,29,33
25-29 år,Guldborgsund,København,2014,29,27
25-29 år,Guldborgsund,København,2015,37,42
25-29 år,Guldborgsund,København,2016,47,32
25-29 år,Guldborgsund,København,2017,45,39
25-29 år,Holbæk,København,2006,68,70
25-29 år,Holbæk,København,2007,52,48
25-29 år,Holbæk,København,2008,43,47
25-29 år,Holbæk,København,2009,34,33
25-29 år,Holbæk,København,2010,38,40
25-29 år,Holbæk,København,2011,38,40
25-29 år,Holbæk,København,2012,36,43
25-29 år,Holbæk,København,2013,33,39
25-29 år,Holbæk,København,2014,46,46
25-29 år,Holbæk,København,2015,60,51
25-29 år,Holbæk,København,2016,47,57
25-29 år,Holbæk,København,2017,75,62
25-29 år,Kalundborg,København,2006,28,25
25-29 år,Kalundborg,København,2007,28,27
25-29 år,Kalundborg,København,2008,14,8
25-29 år,Kalundborg,København,2009,11,18
25-29 år,Kalundborg,København,2010,13,17
25-29 år,Kalundborg,København,2011,13,17
25-29 år,Kalundborg,København,2012,20,27
25-29 år,Kalundborg,København,2013,23,21
25-29 år,Kalundborg,København,2014,16,25
25-29 år,Kalundborg,København,2015,26,37
25-29 år,Kalundborg,København,2016,26,25
25-29 år,Kalundborg,København,2017,27,24
25-29 år,Lolland,København,2006,24,18
25-29 år,Lolland,København,2007,15,26
25-29 år,Lolland,København,2008,15,19
25-29 år,Lolland,København,2009,20,15
25-29 år,Lolland,København,2010,12,15
25-29 år,Lolland,København,2011,19,10
25-29 år,Lolland,København,2012,20,8
25-29 år,Lolland,København,2013,19,9
25-29 år,Lolland,København,2014,26,15
25-29 år,Lolland,København,2015,26,11
25-29 år,Lolland,København,2016,19,18
25-29 år,Lolland,København,2017,24,16
25-29 år,Næstved,København,2006,53,59
25-29 år,Næstved,København,2007,48,54
25-29 år,Næstved,København,2008,44,38
25-29 år,Næstved,København,2009,40,34
25-29 år,Næstved,København,2010,26,22
25-29 år,Næstved,København,2011,31,20
25-29 år,Næstved,København,2012,45,40
25-29 år,Næstved,København,2013,49,34
25-29 år,Næstved,København,2014,57,43
25-29 år,Næstved,København,2015,65,60
25-29 år,Næstved,København,2016,58,66
25-29 år,Næstved,København,2017,72,60
25-29 år,Odsherred,København,2006,8,13
25-29 år,Odsherred,København,2007,15,26
25-29 år,Odsherred,København,2008,12,21
25-29 år,Odsherred,København,2009,13,10
25-29 år,Odsherred,København,2010,10,11
25-29 år,Odsherred,København,2011,8,11
25-29 år,Odsherred,København,2012,16,16
25-29 år,Odsherred,København,2013,8,14
25-29 år,Odsherred,København,2014,18,14
25-29 år,Odsherred,København,2015,19,16
25-29 år,Odsherred,København,2016,19,23
25-29 år,Odsherred,København,2017,21,17
25-29 år,Ringsted,København,2006,30,38
25-29 år,Ringsted,København,2007,27,38
25-29 år,Ringsted,København,2008,25,24
25-29 år,Ringsted,København,2009,16,17
25-29 år,Ringsted,København,2010,13,21
25-29 år,Ringsted,København,2011,19,20
25-29 år,Ringsted,København,2012,19,21
25-29 år,Ringsted,København,2013,16,21
25-29 år,Ringsted,København,2014,22,24
25-29 år,Ringsted,København,2015,48,30
25-29 år,Ringsted,København,2016,38,28
25-29 år,Ringsted,København,2017,43,41
25-29 år,Slagelse,København,2006,37,52
25-29 år,Slagelse,København,2007,42,46
25-29 år,Slagelse,København,2008,33,29
25-29 år,Slagelse,København,2009,28,37
25-29 år,Slagelse,København,2010,35,30
25-29 år,Slagelse,København,2011,29,31
25-29 år,Slagelse,København,2012,35,36
25-29 år,Slagelse,København,2013,28,32
25-29 år,Slagelse,København,2014,36,32
25-29 år,Slagelse,København,2015,52,52
25-29 år,Slagelse,København,2016,62,43
25-29 år,Slagelse,København,2017,61,54
25-29 år,Sorø,København,2006,20,20
25-29 år,Sorø,København,2007,21,25
25-29 år,Sorø,København,2008,13,15
25-29 år,Sorø,København,2009,9,20
25-29 år,Sorø,København,2010,15,23
25-29 år,Sorø,København,2011,10,10
25-29 år,Sorø,København,2012,21,18
25-29 år,Sorø,København,2013,14,20
25-29 år,Sorø,København,2014,19,23
25-29 år,Sorø,København,2015,27,21
25-29 år,Sorø,København,2016,14,32
25-29 år,Sorø,København,2017,23,17
25-29 år,Stevns,København,2006,22,19
25-29 år,Stevns,København,2007,15,15
25-29 år,Stevns,København,2008,12,9
25-29 år,Stevns,København,2009,10,15
25-29 år,Stevns,København,2010,8,13
25-29 år,Stevns,København,2011,15,16
25-29 år,Stevns,København,2012,13,18
25-29 år,Stevns,København,2013,9,15
25-29 år,Stevns,København,2014,25,20
25-29 år,Stevns,København,2015,14,17
25-29 år,Stevns,København,2016,23,15
25-29 år,Stevns,København,2017,24,28
25-29 år,Vordingborg,København,2006,19,17
25-29 år,Vordingborg,København,2007,26,19
25-29 år,Vordingborg,København,2008,14,20
25-29 år,Vordingborg,København,2009,14,19
25-29 år,Vordingborg,København,2010,13,13
25-29 år,Vordingborg,København,2011,24,15
25-29 år,Vordingborg,København,2012,21,18
25-29 år,Vordingborg,København,2013,16,29
25-29 år,Vordingborg,København,2014,38,32
25-29 år,Vordingborg,København,2015,38,25
25-29 år,Vordingborg,København,2016,26,33
25-29 år,Vordingborg,København,2017,45,42
25-29 år,Assens,København,2006,6,7
25-29 år,Assens,København,2007,7,8
25-29 år,Assens,København,2008,5,7
25-29 år,Assens,København,2009,4,2
25-29 år,Assens,København,2010,5,5
25-29 år,Assens,København,2011,5,5
25-29 år,Assens,København,2012,3,5
25-29 år,Assens,København,2013,3,7
25-29 år,Assens,København,2014,1,6
25-29 år,Assens,København,2015,14,10
25-29 år,Assens,København,2016,19,8
25-29 år,Assens,København,2017,10,4
25-29 år,Faaborg-Midtfyn,København,2006,10,9
25-29 år,Faaborg-Midtfyn,København,2007,10,8
25-29 år,Faaborg-Midtfyn,København,2008,10,13
25-29 år,Faaborg-Midtfyn,København,2009,7,7
25-29 år,Faaborg-Midtfyn,København,2010,7,3
25-29 år,Faaborg-Midtfyn,København,2011,5,7
25-29 år,Faaborg-Midtfyn,København,2012,6,14
25-29 år,Faaborg-Midtfyn,København,2013,13,6
25-29 år,Faaborg-Midtfyn,København,2014,6,12
25-29 år,Faaborg-Midtfyn,København,2015,11,5
25-29 år,Faaborg-Midtfyn,København,2016,9,7
25-29 år,Faaborg-Midtfyn,København,2017,11,11
25-29 år,Kerteminde,København,2006,0,3
25-29 år,Kerteminde,København,2007,5,4
25-29 år,Kerteminde,København,2008,2,3
25-29 år,Kerteminde,København,2009,1,2
25-29 år,Kerteminde,København,2010,2,2
25-29 år,Kerteminde,København,2011,1,4
25-29 år,Kerteminde,København,2012,3,4
25-29 år,Kerteminde,København,2013,9,2
25-29 år,Kerteminde,København,2014,0,3
25-29 år,Kerteminde,København,2015,4,5
25-29 år,Kerteminde,København,2016,2,1
25-29 år,Kerteminde,København,2017,5,4
25-29 år,Langeland,København,2006,3,2
25-29 år,Langeland,København,2007,2,2
25-29 år,Langeland,København,2008,1,0
25-29 år,Langeland,København,2009,5,0
25-29 år,Langeland,København,2010,2,2
25-29 år,Langeland,København,2011,7,1
25-29 år,Langeland,København,2012,2,2
25-29 år,Langeland,København,2013,0,3
25-29 år,Langeland,København,2014,1,5
25-29 år,Langeland,København,2015,4,4
25-29 år,Langeland,København,2016,0,1
25-29 år,Langeland,København,2017,3,3
25-29 år,Middelfart,København,2006,9,8
